"ENTITY_CD","SCHOOL_NAME","YEAR","DISTRICT_CD","DISTRICT_NAME","CSO_NAME","STREET","CITY","PHONE","GRADE_RANGE","NUM_TEACH","NUM_NO_VALID_CERT","PER_NO_VALID_CERT","NUM_TEACH_OUT_CERT","PER_TEACH_OUT_CERT","NUM_FEWER_3YRS_EXP","PER_FEWER_3YRS_EXP","NUM_MAS_PLUS","PER_MAS_PLUS","NUM_CORE","PER_NOT_HQ","NUM_CLASS","NUM_NO_APPROP_CERT","PER_NO_APPROP_CERT","PER_TURN_FIVE_YRS","PER_TURN_ALL","NUM_FT_OTH_PROF_STAFF","NUM_PT_OTH_PROF_STAFF","NUM_FT_PARAPROFESSIONALS","NUM_PT_PARAPROFESSIONALS","NUM_FT_ASST_PRINCIPALS","NUM_PT_ASST_PRINCIPALS","NUM_FT_PRINCIPALS","NUM_PT_PRINCIPALS"
"321100010068","PS 68",2013,"32110001","NYC GEOG DIST 11","CATHERINE HELFRICH","4011 MONTICELLO AVE","BRONX","7183242854","PK-5, UE",81,0,0,0,0,12,15,35,43,68,0,115,0,0,0,15,16,0,0,0,2,0,1,0
"321100010076","PS 76 THE BENNINGTON SCHOOL",2013,"32110001","NYC GEOG DIST 11","LOUISE SEDOTTO","900 ADEE AVE","BRONX","7188828865","K-5",65,0,0,1,2,6,9,29,45,66,2,110,1,1,0,16,10,0,0,0,3,0,1,0
"321100010078","PS 78 ANNE HUTCHINSON",2013,"32110001","NYC GEOG DIST 11","CLAUDINA SKERRITT","1400 NEEDHAM AVE","BRONX","7186521244","K-5, UE",45,0,0,2,4,2,4,14,31,50,4,51,2,4,0,12,6,0,0,0,2,0,1,0
"321100010083","PS 83 DONALD HERTZ",2013,"32110001","NYC GEOG DIST 11","BRANDON MUCCINO","950 RHINELANDER AVE","BRONX","7188631993","K-8, UE, US",99,1,1,8,8,9,9,35,35,195,6,266,32,12,13,16,16,1,0,0,2,1,1,0
"321100010087","PS 87",2013,"32110001","NYC GEOG DIST 11","DONNA ANAMAN","1935 BUSSING AVE","BRONX","7183245188","K-5, UE",36,0,0,1,3,2,6,16,44,35,3,40,1,3,0,12,6,0,0,0,2,0,1,0
"321100010089","PS 89",2013,"32110001","NYC GEOG DIST 11","RALPH MARTINEZ","980 MACE AVE","BRONX","7186530835","PK-8, UE",87,0,0,1,1,8,9,38,44,159,2,182,3,2,0,15,9,0,0,0,3,0,1,0
"321100010096","PS 96 RICHARD RODGERS",2013,"32110001","NYC GEOG DIST 11","MARTA GARCIA","2126 BARNES AVE","BRONX","7186524959","K-5, UE",67,1,1,3,4,7,10,31,46,66,5,99,3,3,75,15,6,2,0,0,2,0,1,0
"321100010097","PS 97",2013,"32110001","NYC GEOG DIST 11","KATHELEEN BORNKAMP","1375 MACE AVE","BRONX","7186554446","PK-5, UE",54,0,0,0,0,0,0,22,41,60,0,93,0,0,0,8,7,0,0,0,2,0,1,0
"321100010103","PS 103 HECTOR FONTANEZ",2013,"32110001","NYC GEOG DIST 11","FARID REYES","4125 CARPENTER AVE","BRONX","7186550261","K-5, UE",70,0,0,4,6,2,3,22,31,60,0,133,4,3,0,17,10,0,0,0,3,0,1,0
"321100010105","PS 105 SENATOR ABRAHAM BERNSTEIN",2013,"32110001","NYC GEOG DIST 11","CHRISTOPHER EUSTACE","725 BRADY AVE","BRONX","7188247350","K-5, UE, US",101,0,0,1,1,6,6,49,49,79,1,101,1,1,11,10,10,0,0,0,3,0,1,0
"321100010106","PS 106 PARKCHESTER",2013,"32110001","NYC GEOG DIST 11","EUGENIA MONTALVO","2120 ST RAYMOND'S AVE","BRONX","7188921006","PK-5, UE",80,0,0,1,1,2,3,37,46,89,0,112,3,3,0,3,9,0,0,0,2,0,1,0
"321100010108","PS 108 PHILIP J ABINANTI",2013,"32110001","NYC GEOG DIST 11","CHARLES SPERRAZZA","1166 NEILL AVE","BRONX","7188639829","K-5, UE",32,0,0,0,0,5,16,10,31,36,0,56,1,2,0,30,4,0,0,0,1,0,1,0
"321100010111","PS 111 SETON FALLS",2013,"32110001","NYC GEOG DIST 11","AVA FULLENWEIDER","3740 BAYCHESTER AVE","BRONX","7188812418","PK-5, UE",55,0,0,1,2,1,2,33,60,49,2,56,1,2,17,10,8,0,0,0,1,0,1,0
"321100010112","PS 112 BRONXWOOD",2013,"32110001","NYC GEOG DIST 11","SUSAN BARNES","1925 SCHEIFFELIN AVE","BRONX","7186546377","PK-5, UE, US",35,0,0,1,3,0,0,17,49,38,3,49,1,2,75,11,5,0,0,0,1,0,1,0
"321100010121","PS 121 THROOP",2013,"32110001","NYC GEOG DIST 11","RACHEL DONNELLY","2750 THROOP AVE","BRONX","7186542055","PK-5",60,0,0,3,5,4,7,20,33,54,6,60,3,5,25,13,5,0,0,0,1,0,1,0
"321100010127","JHS 127 THE CASTLE HILL",2013,"32110001","NYC GEOG DIST 11","HARRY SHERMAN","1560 PURDY ST","BRONX","7188928600","6-8",47,1,2,9,19,10,21,13,28,134,24,158,35,22,25,15,10,0,0,0,3,0,1,0
"321100010142","MS 142 JOHN PHILIP SOUSA",2013,"32110001","NYC GEOG DIST 11","LOUISA PALMER","3750 BAYCHESTER AVE","BRONX","7182310100","6-8, UE, US",28,0,0,3,11,0,0,8,29,85,8,93,15,16,50,43,2,1,0,0,0,0,1,0
"321100010144","JHS 144 MICHELANGELO",2013,"32110001","NYC GEOG DIST 11","JEREMY KABINOFF","2545 GUNTHER AVE","BRONX","7183797400","6-8, UE, US",55,0,0,4,7,4,7,26,47,155,5,236,28,12,29,21,9,0,0,0,3,0,1,0
"321100010153","PS 153 HELEN KELLER",2013,"32110001","NYC GEOG DIST 11","VERONICA GOKA","650 BAYCHESTER AVE","BRONX","7189045550","K-5, UE",47,0,0,0,0,2,4,23,49,64,0,110,0,0,,5,12,0,0,0,2,0,1,0
"321100010160","PS 160 WALT DISNEY",2013,"32110001","NYC GEOG DIST 11","LORI BAKER","4140 HUTCHNSN RVR PKWY E","BRONX","7183795951","K-5, UE",28,0,0,1,4,3,11,17,61,39,3,70,1,1,63,29,14,0,0,0,1,0,1,0
"321100010169","BAYCHESTER ACADEMY",2013,"32110001","NYC GEOG DIST 11","CRISTINE VAUGHAN","3500 EDSON AVE","BRONX","7183251138","PK-4, UE",20,0,0,1,5,4,20,4,20,17,6,20,1,5,0,18,3,0,0,0,1,0,1,0
"321100010175","PS 175 CITY ISLAND",2013,"32110001","NYC GEOG DIST 11","AMY LIPSON","200 CITY ISLAND AVE","BRONX","7188851093","K-8",21,0,0,4,19,2,10,7,33,43,9,69,15,22,33,19,4,0,0,0,0,1,1,0
"321100010178","PS 178 DR SELMAN WAKSMAN",2013,"32110001","NYC GEOG DIST 11","DEBORAH LEVINE","850 BAYCHESTER AVE","BRONX","7189045570","K-5, UE",30,0,0,1,3,6,20,12,40,29,3,36,1,3,0,22,6,0,0,0,1,0,1,0
"321100010180","MS 180 DR DANIEL HALE WILLIAMS",2013,"32110001","NYC GEOG DIST 11","FRANK UZZO","700 BAYCHESTER AVE","BRONX","7189045650","6-8, UE, US",54,0,0,14,26,5,9,31,57,184,27,224,57,25,,19,13,0,0,0,3,0,1,0
"321100010181","IS 181 PABLO CASALS",2013,"32110001","NYC GEOG DIST 11","CHRISTOPHER WARNOCK","800 BAYCHESTER AVE","BRONX","7189045600","6-8, UE, US",49,0,0,19,39,9,18,20,41,174,28,235,76,32,0,12,5,0,0,0,2,0,1,0
"321100010189","CORNERSTONE ACADEMY FOR SOCIAL ACTION",2013,"32110001","NYC GEOG DIST 11","JAMES BELLON","3441 STEENWICK AVE","BRONX","7187946160","PK-5, UE",28,0,0,0,0,3,11,13,46,32,0,49,0,0,0,16,4,0,0,0,2,0,1,0
"321100010194","PS/MS 194",2013,"32110001","NYC GEOG DIST 11","ROSA SIFUENTES-ROSADO","2365 WATERBURY AVE","BRONX","7188925270","K-8, UE, US",89,0,0,3,3,8,9,36,40,125,0,178,12,7,38,20,8,0,0,0,2,0,1,0
"321100010287","FORWARD SCHOOL (THE)",2013,"32110001","NYC GEOG DIST 11","SHANIQUIA DIXON","3710 BARNES AVE","BRONX","7186520519","6-8, UE, US",17,0,0,3,18,1,6,6,35,44,14,70,12,17,38,27,2,0,0,0,2,0,1,0
"321100010289","YOUNG SCHOLARS ACADEMY OF THE BRONX",2013,"32110001","NYC GEOG DIST 11","JEANETTE VARGAS","3710 BARNES AVE","BRONX","7183255834","6-8, UE, US",26,0,0,0,0,2,8,11,42,77,0,87,1,1,20,19,1,0,0,0,2,0,1,0
"321100010322","ASPIRE PREPARATORY MIDDLE SCHOOL",2013,"32110001","NYC GEOG DIST 11","STEVEN COBB","2441 WALLACE AVE","BRONX","7182316592","6-8, US",19,0,0,0,0,5,26,5,26,53,0,61,1,2,70,58,4,0,0,0,2,0,1,0
"321100010326","BRONX GREEN MIDDLE SCHOOL",2013,"32110001","NYC GEOG DIST 11","CHARLES JOHNSON","2441 WALLACE AVE","BRONX","7183256593","6-8, UE, US",26,0,0,7,27,5,19,9,35,74,15,91,20,22,25,19,3,1,0,0,1,0,1,0
"321100010370","SCHOOL OF DIPLOMACY",2013,"32110001","NYC GEOG DIST 11","SEAN LICATA","3710 BARNES AVE","BRONX","7189941028","6-8, UE, US",26,1,4,6,23,5,19,2,8,65,9,83,16,19,54,35,2,0,0,0,2,0,1,0
"321100010462","CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL",2013,"32110001","NYC GEOG DIST 11","JAMAAL BOWMAN","3441 STEENWICK AVE","BRONX","7187947970","6-8",18,1,6,3,17,4,22,3,17,44,11,76,15,20,11,7,3,0,0,0,0,0,1,0
"321100010468","PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT",2013,"32110001","NYC GEOG DIST 11","ANTHONY RIVERA","2441 WALLACE AVE","BRONX","7188813136","6-8, UE, US",25,0,0,1,4,14,56,5,20,57,5,72,4,6,33,35,2,0,0,0,1,0,1,0
"321100010498","PS/MS 498 VAN NEST ACADEMY",2013,"32110001","NYC GEOG DIST 11","CAROL GILLIGAN","1640 BRONXDALE AVE","BRONX","7184093001","K-3, 6-8, UE, US",29,0,0,5,17,1,3,11,38,63,10,90,21,23,,,4,0,0,0,1,0,1,0
"321100010529","ONE WORLD MIDDLE SCHOOL AT EDENWALD",2013,"32110001","NYC GEOG DIST 11","PATRICIA WYNNE","3750 BAYCHESTER AVE","BRONX","7185156780","6-7, US",17,1,6,5,29,6,35,4,24,22,9,48,17,35,,,2,0,0,0,0,1,1,0
"321100010532","BAYCHESTER MIDDLE SCHOOL",2013,"32110001","NYC GEOG DIST 11","SHAWN MANGAR","3750 BAYCHESTER AVE","BRONX","7185471890","6-7, UE, US",13,0,0,3,23,7,54,2,15,34,24,36,10,28,,,0,0,0,0,1,0,1,0
"321100010556","BRONX PARK MIDDLE SCHOOL",2013,"32110001","NYC GEOG DIST 11","DILLON PRIME","2441 WALLACE AVE","BRONX","7186526090","6, UE",10,0,0,4,40,5,50,1,10,16,38,27,11,41,,,1,0,0,0,0,0,1,0
"321100010566","PELHAM GARDENS MIDDLE SCHOOL",2013,"32110001","NYC GEOG DIST 11","DENISE WILLIAMS","2545 GUNTHER AVE","BRONX","7187949750","6",11,0,0,3,27,1,9,2,18,40,23,45,12,27,,,1,0,0,0,0,0,1,0
"321100010567","LINDEN TREE ELEMENTARY SCHOOL",2013,"32110001","NYC GEOG DIST 11","LISA DEBONIS","1560 PURDY ST","BRONX",,"K",6,0,0,0,0,1,17,1,17,6,0,8,0,0,,,1,0,0,0,0,0,1,0
"321100011249","BRONX HEALTH SCIENCES HIGH SCHOOL",2013,"32110001","NYC GEOG DIST 11","MIRIAM RIVAS","750 BAYCHESTER AVE","BRONX","7188624406","9-12",20,0,0,3,15,1,5,9,45,105,13,105,14,13,0,5,3,0,0,0,1,0,1,0
"321100011253","BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS",2013,"32110001","NYC GEOG DIST 11","TERRI LYNN GREY","800 E GUN HILL RD","BRONX","7189445660","9-12",24,0,0,4,17,3,13,12,50,67,7,82,9,11,33,27,2,0,0,0,2,0,1,0
"321100011265","BRONX LAB SCHOOL",2013,"32110001","NYC GEOG DIST 11","SARAH MARCY","800 E GUN HILL RD","BRONX","7186963700","9-12, US",31,0,0,3,10,2,6,9,29,97,10,119,12,10,15,15,3,0,0,0,1,0,1,0
"321100011270","ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP",2013,"32110001","NYC GEOG DIST 11","ZENOBIA WHITE","921 E 228TH ST","BRONX","7186963840","7-12, US",35,1,3,10,29,8,23,17,49,144,7,231,31,13,33,29,7,0,0,0,1,0,1,0
"321100011272","GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH",2013,"32110001","NYC GEOG DIST 11","RASHAUNDA SHAW","3710 BARNES AVE","BRONX","7189941395","6-8, UE, US",32,1,3,4,13,4,13,13,41,83,14,101,16,16,17,24,2,0,0,0,2,0,1,0
"321100011275","HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY",2013,"32110001","NYC GEOG DIST 11","BRUCE ABRAMOWITZ","800 E GUN HILL RD","BRONX","7186963930","9-12, US",34,0,0,0,0,5,15,9,26,71,0,131,0,0,0,6,6,0,0,0,2,0,1,0
"321100011288","COLLEGIATE INSTITUTE FOR MATH AND SCIENCE",2013,"32110001","NYC GEOG DIST 11","SHADIA ALVAREZ","925 ASTOR AVE","BRONX","7189443635","9-12, US",30,0,0,4,13,2,7,17,57,144,12,158,20,13,0,21,2,0,0,0,1,0,1,0
"321100011290","BRONX ACADEMY OF HEALTH CAREERS",2013,"32110001","NYC GEOG DIST 11","DAWN SANTIAGO","800 E GUN HILL RD","BRONX","7186963340","9-12, US",28,0,0,10,36,3,11,15,54,155,30,172,49,28,0,8,3,0,0,0,2,0,1,0
"321100011299","ASTOR COLLEGIATE ACADEMY",2013,"32110001","NYC GEOG DIST 11","SANDRA BURGOS","925 ASTOR AVE","BRONX","7189443418","9-12, US",29,0,0,1,3,2,7,9,31,104,4,142,6,4,0,21,3,1,0,0,2,0,1,0
"321100011415","CHRISTOPHER COLUMBUS HIGH SCHOOL",2013,"32110001","NYC GEOG DIST 11","LISA FUENTES","925 ASTOR AVE","BRONX","7189443400","9-12, US",30,0,0,2,7,0,0,17,57,107,6,142,11,8,,40,7,2,0,0,2,0,1,0
"321100011418","BRONX HIGH SCHOOL FOR THE VISUAL ARTS",2013,"32110001","NYC GEOG DIST 11","G JONES","2040 ANTIN PL","BRONX","7183195160","9-12, US",29,0,0,5,17,2,7,15,52,110,13,153,18,12,0,8,6,0,0,0,2,0,1,0
"321100011455","HARRY S TRUMAN HIGH SCHOOL",2013,"32110001","NYC GEOG DIST 11","KERI ALFANO","750 BAYCHESTER AVE","BRONX","7189045400","9-12, US",88,0,0,12,14,16,18,38,43,322,12,410,49,12,23,23,14,1,0,0,8,0,1,0
"321100011508","BRONXDALE HIGH SCHOOL",2013,"32110001","NYC GEOG DIST 11","CAROLYNE QUINTANA","925 ASTOR AVE","BRONX","7189443655","9-10, US",18,0,0,1,6,7,39,3,17,50,10,72,5,7,,,1,0,0,0,0,0,1,0
"321100011509","HIGH SCHOOL FOR LANGUAGE AND INNOVATION",2013,"32110001","NYC GEOG DIST 11","JULIE NARIMAN","925 ASTOR AVE","BRONX","7189443625","9-10",17,1,6,13,76,8,47,6,35,66,59,85,45,53,,,0,0,0,0,0,0,1,0
"321100011513","NEW WORLD HIGH SCHOOL",2013,"32110001","NYC GEOG DIST 11","FAUSTO SALAZAR","921 E 228TH ST","BRONX","7186963800","9-12",24,0,0,4,17,9,38,7,29,83,11,133,20,15,10,19,2,0,0,0,2,0,1,0
"321100011514","BRONXWOOD PREPARATORY ACADEMY (THE)",2013,"32110001","NYC GEOG DIST 11","JANET GALLARDO","921 E 228TH ST","BRONX","7186963820","9-12, US",26,1,4,4,15,5,19,10,38,91,12,125,13,10,13,8,2,0,0,0,2,1,1,0
"321100011541","GLOBAL ENTERPRISE HIGH SCHOOL",2013,"32110001","NYC GEOG DIST 11","SANDRA MALDONADO","925 ASTOR AVE","BRONX","7189443548","9-12, US",10,0,0,2,20,1,10,4,40,52,15,59,11,19,67,50,1,0,0,0,1,0,1,0
"321100011542","PELHAM PREPARATORY ACADEMY",2013,"32110001","NYC GEOG DIST 11","CARLOS SANTIAGO","925 ASTOR AVE","BRONX","7189443401","9-12, US",28,0,0,3,11,2,7,11,39,140,11,157,18,11,0,12,3,0,0,0,2,0,1,0
"321100011544","HIGH SCHOOL OF CONTEMPORARY ARTS",2013,"32110001","NYC GEOG DIST 11","FRANCISCO SANCHEZ","800 E GUN HILL RD","BRONX","7189445610","9-12, US",24,0,0,7,29,0,0,14,58,121,14,137,26,19,0,9,3,0,0,0,2,0,1,0
"321100011545","BRONX AEROSPACE HIGH SCHOOL",2013,"32110001","NYC GEOG DIST 11","BARBARA KIRKWEG","800 E GUN HILL RD","BRONX","7186966010","9-12, US",20,0,0,1,5,2,10,6,30,61,11,75,9,12,17,19,7,0,0,0,4,0,1,0
"321100860855","BRONX CHARTER SCHOOL FOR BETTER LEARNING",2013,"","","KEVIN BRENNAN","3740 BAYCHESTER AVE ANNEX","BRONX","7186556660","K-5",44,0,0,0,0,15,34,5,11,49,0,59,0,0,7,24,8,1,0,0,0,0,1,0
"321100860859","BRONX CHARTER SCHOOL FOR EXCELLENCE",2013,"","","CHARLENE REID","1960 BENEDICT AVE","BRONX","7188287301","K-8",35,1,3,1,3,13,37,1,3,52,0,60,5,8,15,17,10,0,0,0,3,0,1,0
"321100860909","ICAHN CHARTER SCHOOL 2",2013,"","","BRENDA CARRASQUILLO","1640 BRONXDALE AVE","BRONX","7188286107","K-7",28,3,11,3,11,8,29,11,39,29,0,36,3,8,,,1,0,0,0,1,0,1,0
"321100860948","ICAHN CHARTER SCHOOL 4",2013,"","","MICHELLE ALLEN","1500 PELHAM PKWY SOUTH","BRONX","7188280034","K-5",17,2,12,2,12,5,29,0,0,19,0,19,2,11,,,5,0,0,0,1,0,1,0
"321100860956","EQUALITY CHARTER SCHOOL",2013,"","","CAITLIN FRANCO","4140 HUTCHINSON RIVER PKWY E","BRONX","7183203032","6-8, US",21,0,0,0,0,4,19,2,10,30,0,43,0,0,,,17,5,0,0,1,0,1,0
"321100860982","ICAHN CHARTER SCHOOL 5",2013,"","","LAWFORD CUNNINGHAM","1500 PELHAM PKWY S","BRONX","7188280034","K-3",10,1,10,1,10,6,60,0,0,10,0,10,1,10,,,3,0,0,0,0,0,1,0
"321200010006","PS 6 WEST FARMS",2013,"32120001","NYC GEOG DIST 12","JULIET YOUNG","1000 E TREMONT AVE","BRONX","7185427676","PK-5, UE",55,0,0,2,4,14,25,13,24,39,3,66,2,3,27,18,8,0,0,0,2,0,1,0
"321200010044","PS 44 DAVID C FARRAGUT",2013,"32120001","NYC GEOG DIST 12","MELISSA HARROW","1825 PROSPECT AVE","BRONX","7185832360","PK-5",24,0,0,0,0,3,13,7,29,19,0,25,0,0,,25,3,0,0,0,1,0,1,0
"321200010047","PS 47 JOHN RANDOLPH",2013,"32120001","NYC GEOG DIST 12","THOMAS GUARNIERI","1794 E 172ND ST","BRONX","7188240950","K-5",79,0,0,1,1,1,1,36,46,76,1,92,1,1,,4,4,0,0,0,4,0,1,0
"321200010050","PS 50 CLARA BARTON",2013,"32120001","NYC GEOG DIST 12","KIM NOHAVICKA","1550 VYSE AVE","BRONX","7185422650","PK-5",35,0,0,0,0,1,3,14,40,34,0,49,0,0,50,19,6,0,0,0,2,0,1,0
"321200010057","PS 57 CRESCENT",2013,"32120001","NYC GEOG DIST 12","BRYANT ROMANO","2111 CROTONA AVE","BRONX","7183679446","PK-5, UE",39,0,0,0,0,8,21,10,26,32,0,45,0,0,0,18,6,0,0,0,1,0,1,0
"321200010061","PS 61 FRANCISCO OLLER",2013,"32120001","NYC GEOG DIST 12","PATRICIA QUIGLEY","1550 CROTONA PARK E","BRONX","7185427230","PK-5",30,0,0,1,3,1,3,13,43,23,0,50,6,12,11,13,3,0,0,0,2,0,1,0
"321200010066","PS 66 SCHOOL OF HIGHER EXPECTATIONS",2013,"32120001","NYC GEOG DIST 12","THOMAS DEGRAZIA","1001 JENNINGS ST","BRONX","7185422974","PK-5, UE",55,0,0,1,2,3,5,24,44,36,3,55,1,2,0,9,7,0,0,0,3,0,1,0
"321200010067","PS 67 MOHEGAN SCHOOL",2013,"32120001","NYC GEOG DIST 12","JEFFREY SANTIAGO","2024 MOHEGAN AVE","BRONX","7185898090","PK-5, UE",49,0,0,1,2,4,8,19,39,55,2,97,2,2,43,16,5,0,0,0,3,0,1,0
"321200010092","PS 92",2013,"32120001","NYC GEOG DIST 12","CHERYL HALL","700 E 179TH ST","BRONX","7187317900","PK-5, UE",38,0,0,4,11,2,5,15,39,37,11,41,4,10,57,21,6,0,0,0,2,0,1,0
"321200010098","JHS 98 HERMAN RIDDER",2013,"32120001","NYC GEOG DIST 12","CLARALEE IROBUNDA","1619 BOSTON RD","BRONX","7185898200","6-8, US",30,0,0,13,43,2,7,7,23,74,30,110,44,40,17,21,7,0,0,0,3,0,1,0
"321200010102","PS 102 JOSEPH O LORETAN",2013,"32120001","NYC GEOG DIST 12","TANYUA TREZEVANTTE","1827 ARCHER ST","BRONX","7187924003","4-5, UE",23,0,0,0,0,0,0,18,78,12,0,23,0,0,,26,6,0,0,0,2,0,1,0
"321200010129","PS 129 TWINS PARKS UPPER",2013,"32120001","NYC GEOG DIST 12","RAYMOND GRANDA","2055 MAPES AVE","BRONX","7189335976","6-8, UE, US",35,0,0,16,46,9,26,12,34,116,32,147,54,37,29,22,3,0,0,0,2,0,1,0
"321200010134","PS 134 GEORGE F BRISTOW",2013,"32120001","NYC GEOG DIST 12","KENNETH THOMAS","1330 BRISTOW ST","BRONX","7183283351","PK-5, UE",47,0,0,3,6,3,6,28,60,57,4,84,8,10,20,6,6,0,0,0,2,0,1,0
"321200010150","PS 150 CHARLES JAMES FOX",2013,"32120001","NYC GEOG DIST 12","EDWIN IRIZARRY","920 E 167TH ST","BRONX","7183287729","PK-5, UE",62,0,0,3,5,5,8,22,35,66,3,151,3,2,20,14,9,0,0,0,2,0,1,0
"321200010190","ESMT-IS 190",2013,"32120001","NYC GEOG DIST 12","DIANAJADE SANTIAGO","1550 CROTONA PARK E","BRONX","7186209423","6-8, US",19,0,0,2,11,2,11,5,26,63,16,80,10,13,25,21,3,0,0,0,1,0,1,0
"321200010195","PS 195",2013,"32120001","NYC GEOG DIST 12","ANDREW KAVANAGH","1250 WARD AVE","BRONX","7188614461","PK-5, UE",52,0,0,1,2,12,23,16,31,57,0,83,2,2,18,17,6,0,0,0,2,0,1,0
"321200010196","PS 196",2013,"32120001","NYC GEOG DIST 12","LIZZETTE RIVERA","1250 WARD AVE","BRONX","7183287187","PK-5, US",53,0,0,0,0,10,19,17,32,48,0,83,2,2,38,20,2,0,0,0,3,0,1,0
"321200010211","PS 211",2013,"32120001","NYC GEOG DIST 12","BETTY GONZALEZ-SOTO","1919 PROSPECT AVE","BRONX","7189010436","PK-8, UE, US",43,1,2,8,19,4,9,20,47,66,12,106,21,20,20,19,8,0,0,0,3,1,1,0
"321200010212","PS 212",2013,"32120001","NYC GEOG DIST 12","GLORIA FORD ANDERSON","1180 TINTON AVE","BRONX","7188422331","PK-8, UE, US",36,0,0,2,6,7,19,13,36,54,11,98,8,8,0,7,6,0,0,0,2,0,1,0
"321200010214","PS 214",2013,"32120001","NYC GEOG DIST 12","DAVID CINTRON","1970 W FARMS RD","BRONX","7185896728","PK-8, US",74,0,0,8,11,10,14,29,39,117,9,155,17,11,23,16,7,0,0,0,3,0,1,0
"321200010217","SCHOOL OF PERFORMING ARTS",2013,"32120001","NYC GEOG DIST 12","MAIYSHA ETIENNE","977 FOX ST","BRONX","7185894844","6-8, US",31,0,0,10,32,10,32,10,32,82,16,91,19,21,29,23,5,0,0,0,1,0,1,0
"321200010242","MOTT HALL V",2013,"32120001","NYC GEOG DIST 12","PETER OROSZLANY","1551 E 172ND ST","BRONX","7186208160","6-11",44,0,0,12,27,18,41,6,14,147,12,189,36,19,41,35,5,0,0,0,2,0,1,0
"321200010273","FREDERICK DOUGLASS ACADEMY V MIDDLE SCHOOL",2013,"32120001","NYC GEOG DIST 12","DEBORAH CIMINI","2111 CROTONA AVE","BRONX","7185611617","6-8, UE, US",20,0,0,4,20,3,15,8,40,71,4,98,16,16,33,20,2,1,0,0,0,0,1,0
"321200010286","FANNIE LOU HAMER MIDDLE SCHOOL",2013,"32120001","NYC GEOG DIST 12","LORRAINE CHANON","1001 JENNINGS ST","BRONX","7188602707","6-8",19,1,5,2,11,6,32,5,26,40,10,68,5,7,43,39,3,0,0,0,1,0,1,0
"321200010300","SCHOOL OF SCIENCE AND APPLIED LEARNING",2013,"32120001","NYC GEOG DIST 12","VENESSA SINGLETON","2050 PROSPECT AVE","BRONX","7185846310","PK-5, UE",40,0,0,0,0,6,15,11,28,56,0,81,0,0,0,13,6,0,0,0,2,0,1,0
"321200010316","KNOWLEDGE AND POWER PREPARATORY ACADEMY III",2013,"32120001","NYC GEOG DIST 12","ELISA ALVAREZ","2055 MAPES AVE","BRONX","7185613580","6-8, UE",23,1,4,4,17,8,35,4,17,69,13,89,18,20,9,6,1,0,0,0,2,0,1,0
"321200010318","IS 318 MATH, SCIENCE & TECH THROUGH ARTS SCHOOL",2013,"32120001","NYC GEOG DIST 12","MARIA LOPEZ","1919 PROSPECT AVE","BRONX","7182948504","6-8, UE, US",28,1,4,7,25,5,18,12,43,112,13,145,28,19,0,14,3,0,0,0,1,0,1,0
"321200010341","ACCION ACADEMY",2013,"32120001","NYC GEOG DIST 12","NIKOLE BOOKER","1825 PROSPECT AVE","BRONX","7182940514","6-8, UE",15,1,7,1,7,3,20,3,20,75,5,85,5,6,0,24,1,0,0,0,0,0,1,0
"321200010372","URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION",2013,"32120001","NYC GEOG DIST 12","MARK OSSENHEIMER","2024 MOHEGAN AVE","BRONX","7189912695","6-11, US",37,0,0,9,24,13,35,8,22,194,15,235,41,17,9,22,2,0,0,0,2,0,1,0
"321200010383","EMOLIOR ACADEMY",2013,"32120001","NYC GEOG DIST 12","DERICK SPAULDING","1970 W FARMS RD","BRONX","7188422670","6-8, UE",18,0,0,1,6,4,22,3,17,58,3,64,6,9,14,28,2,0,0,0,1,0,1,0
"321200010384","ENTRADA ACADEMY",2013,"32120001","NYC GEOG DIST 12","JAZMIN RIVERA-POLANCO","977 FOX ST","BRONX","7183781649","6-8, US",27,1,4,7,26,9,33,7,26,74,19,105,29,28,44,32,2,0,0,0,1,0,1,0
"321200010463","URBAN SCHOLARS COMMUNITY SCHOOL",2013,"32120001","NYC GEOG DIST 12","DEBRA CLARKE-JONES","1180 TINTON AVE","BRONX","7188428133","PK-5, UE",25,0,0,1,4,3,12,6,24,46,13,59,6,10,14,16,3,0,0,0,1,0,1,0
"321200010531","ARCHER ELEMENTARY SCHOOL",2013,"32120001","NYC GEOG DIST 12","ZAKARIAH HAVILAND","1827 ARCHER ST","BRONX","7188283791","PK-3, UE",19,0,0,3,16,2,11,7,37,18,17,19,3,16,,,5,0,0,0,0,0,1,0
"321200010536","PS 536",2013,"32120001","NYC GEOG DIST 12","SASHA MEDINA","1827 ARCHER ST","BRONX","7189314270","PK-3",19,0,0,0,0,5,26,4,21,14,0,19,0,0,,,2,0,0,0,0,0,1,0
"321200011245","NEW DAY ACADEMY",2013,"32120001","NYC GEOG DIST 12","MARA GANELES","800 HOME ST","BRONX","7185421155","8-12",10,0,0,2,20,1,10,0,0,40,13,55,7,13,25,50,1,0,0,0,0,0,1,0
