"ENTITY_CD","ENTITY_NAME","YEAR","SUBGROUP_NAME","Completers","HSGraduates","RegentsDiplomas","PER_RegDipl","RegDipAdvDesig","PER_RegDipAdvDesig","RegDipCTE","PER_RegDipCTE","LocalDiplomas","PER_LocDip","CommCred","PER_CommCred"
"260501060008","OLYMPIA HIGH SCHOOL",2014,"All Students","251","244","226","93","83","34","0","00","18","07","7","03"
"260501060008","OLYMPIA HIGH SCHOOL",2014,"General Education","226","226","219","97","82","36","0","00","7","03","0","00"
"260501060008","OLYMPIA HIGH SCHOOL",2014,"Students with Disabilities","25","18","7","39","1","06","0","00","11","61","7","28"
"260501060010","ARCADIA HIGH SCHOOL",2014,"All Students","247","246","232","94","96","39","0","00","14","06","1","00"
"260501060010","ARCADIA HIGH SCHOOL",2014,"General Education","220","220","218","99","95","43","0","00","2","01","0","00"
"260501060010","ARCADIA HIGH SCHOOL",2014,"Students with Disabilities","27","26","14","54","1","04","0","00","12","46","1","04"
"260501060013","ODYSSEY ACADEMY",2014,"All Students","114","113","110","97","74","65","7","06","3","03","1","01"
"260501060013","ODYSSEY ACADEMY",2014,"General Education","106","106","104","98","74","70","7","07","2","02","0","00"
"260501060013","ODYSSEY ACADEMY",2014,"Students with Disabilities","8","7","6","86","0","00","0","00","1","14","1","13"
"260501060019","ATHENA HIGH SCHOOL",2014,"All Students","297","282","268","95","109","39","0","00","14","05","15","05"
"260501060019","ATHENA HIGH SCHOOL",2014,"General Education","261","261","259","99","109","42","0","00","2","01","0","00"
"260501060019","ATHENA HIGH SCHOOL",2014,"Students with Disabilities","36","21","9","43","0","00","0","00","12","57","15","42"
"260801060000","EAST IRONDEQUOIT CENTRAL SCHOOL DISTRICT",2014,"All Students","245","241","213","88","75","31","8","03","28","12","4","02"
"260801060000","EAST IRONDEQUOIT CENTRAL SCHOOL DISTRICT",2014,"General Education","215","215","203","94","75","35","6","03","12","06","0","00"
"260801060000","EAST IRONDEQUOIT CENTRAL SCHOOL DISTRICT",2014,"Students with Disabilities","30","26","10","38","0","00","2","08","16","62","4","13"
"260801060006","EASTRIDGE SENIOR HIGH SCHOOL",2014,"All Students","241","237","213","90","75","32","8","03","24","10","4","02"
"260801060006","EASTRIDGE SENIOR HIGH SCHOOL",2014,"General Education","215","215","203","94","75","35","6","03","12","06","0","00"
"260801060006","EASTRIDGE SENIOR HIGH SCHOOL",2014,"Students with Disabilities","26","22","10","45","0","00","2","09","12","55","4","15"
"260803060000","WEST IRONDEQUOIT CENTRAL SCHOOL DISTRICT",2014,"All Students","282","282","276","98","193","68","13","05","6","02","0","00"
"260803060000","WEST IRONDEQUOIT CENTRAL SCHOOL DISTRICT",2014,"General Education","257","257","256","100","190","74","9","04","1","00","0","00"
"260803060000","WEST IRONDEQUOIT CENTRAL SCHOOL DISTRICT",2014,"Students with Disabilities","25","25","20","80","3","12","4","16","5","20","0","00"
"260803060005","IRONDEQUOIT HIGH SCHOOL",2014,"All Students","280","280","274","98","193","69","13","05","6","02","0","00"
"260803060005","IRONDEQUOIT HIGH SCHOOL",2014,"General Education","257","257","256","100","190","74","9","04","1","00","0","00"
"260803060005","IRONDEQUOIT HIGH SCHOOL",2014,"Students with Disabilities","23","23","18","78","3","13","4","17","5","22","0","00"
"260901060000","HONEOYE FALLS-LIMA CENTRAL SCHOOL DISTRICT",2014,"All Students","184","183","174","95","136","74","11","06","9","05","1","01"
"260901060000","HONEOYE FALLS-LIMA CENTRAL SCHOOL DISTRICT",2014,"General Education","153","153","153","100","132","86","9","06","0","00","0","00"
"260901060000","HONEOYE FALLS-LIMA CENTRAL SCHOOL DISTRICT",2014,"Students with Disabilities","31","30","21","70","4","13","2","07","9","30","1","03"
"260901060004","HONEOYE FALLS-LIMA SENIOR HIGH SCHOOL",2014,"All Students","180","180","174","97","136","76","11","06","6","03","0","00"
"260901060004","HONEOYE FALLS-LIMA SENIOR HIGH SCHOOL",2014,"General Education","153","153","153","100","132","86","9","06","0","00","0","00"
"260901060004","HONEOYE FALLS-LIMA SENIOR HIGH SCHOOL",2014,"Students with Disabilities","27","27","21","78","4","15","2","07","6","22","0","00"
"261001060000","SPENCERPORT CENTRAL SCHOOL DISTRICT",2014,"All Students","317","313","297","95","147","47","0","00","16","05","4","01"
"261001060000","SPENCERPORT CENTRAL SCHOOL DISTRICT",2014,"General Education","273","273","273","100","147","54","0","00","0","00","0","00"
"261001060000","SPENCERPORT CENTRAL SCHOOL DISTRICT",2014,"Students with Disabilities","44","40","24","60","0","00","0","00","16","40","4","09"
"261001060001","SPENCERPORT HIGH SCHOOL",2014,"All Students","307","305","293","96","147","48","0","00","12","04","2","01"
"261001060001","SPENCERPORT HIGH SCHOOL",2014,"General Education","273","273","273","100","147","54","0","00","0","00","0","00"
"261001060001","SPENCERPORT HIGH SCHOOL",2014,"Students with Disabilities","34","32","20","63","0","00","0","00","12","38","2","06"
"261101060000","HILTON CENTRAL SCHOOL DISTRICT",2014,"All Students","360","355","341","96","196","55","43","12","14","04","5","01"
"261101060000","HILTON CENTRAL SCHOOL DISTRICT",2014,"General Education","328","328","323","98","193","59","40","12","5","02","0","00"
"261101060000","HILTON CENTRAL SCHOOL DISTRICT",2014,"Students with Disabilities","32","27","18","67","3","11","3","11","9","33","5","16"
"261101060004","HILTON HIGH SCHOOL",2014,"All Students","352","352","340","97","196","56","43","12","12","03","0","00"
"261101060004","HILTON HIGH SCHOOL",2014,"General Education","327","327","323","99","193","59","40","12","4","01","0","00"
"261101060004","HILTON HIGH SCHOOL",2014,"Students with Disabilities","25","25","17","68","3","12","3","12","8","32","0","00"
"261201060000","PENFIELD CENTRAL SCHOOL DISTRICT",2014,"All Students","365","362","351","97","268","74","16","04","11","03","3","01"
"261201060000","PENFIELD CENTRAL SCHOOL DISTRICT",2014,"General Education","336","336","336","100","265","79","14","04","0","00","0","00"
"261201060000","PENFIELD CENTRAL SCHOOL DISTRICT",2014,"Students with Disabilities","29","26","15","58","3","12","2","08","11","42","3","10"
"261201060006","PENFIELD SENIOR HIGH SCHOOL",2014,"All Students","358","358","348","97","268","75","16","04","10","03","0","00"
"261201060006","PENFIELD SENIOR HIGH SCHOOL",2014,"General Education","336","336","336","100","265","79","14","04","0","00","0","00"
"261201060006","PENFIELD SENIOR HIGH SCHOOL",2014,"Students with Disabilities","22","22","12","55","3","14","2","09","10","45","0","00"
"261301060000","FAIRPORT CENTRAL SCHOOL DISTRICT",2014,"All Students","559","550","530","96","372","68","32","06","20","04","9","02"
"261301060000","FAIRPORT CENTRAL SCHOOL DISTRICT",2014,"General Education","499","499","497","100","369","74","27","05","2","00","0","00"
"261301060000","FAIRPORT CENTRAL SCHOOL DISTRICT",2014,"Students with Disabilities","60","51","33","65","3","06","5","10","18","35","9","15"
"261301060009","FAIRPORT SENIOR HIGH SCHOOL",2014,"All Students","547","544","528","97","372","68","32","06","16","03","3","01"
"261301060009","FAIRPORT SENIOR HIGH SCHOOL",2014,"General Education","499","499","497","100","369","74","27","05","2","00","0","00"
"261301060009","FAIRPORT SENIOR HIGH SCHOOL",2014,"Students with Disabilities","48","45","31","69","3","07","5","11","14","31","3","06"
"261313030000","EAST ROCHESTER UNION FREE SCHOOL DISTRICT",2014,"All Students","79","77","64","83","40","52","7","09","13","17","2","03"
"261313030000","EAST ROCHESTER UNION FREE SCHOOL DISTRICT",2014,"General Education","68","68","61","90","39","57","6","09","7","10","0","00"
"261313030000","EAST ROCHESTER UNION FREE SCHOOL DISTRICT",2014,"Students with Disabilities","11","9","3","33","1","11","1","11","6","67","2","18"
"261313030002","EAST ROCHESTER JUNIOR-SENIOR HIGH SCHOOL",2014,"All Students","77","76","64","84","40","53","7","09","12","16","1","01"
"261313030002","EAST ROCHESTER JUNIOR-SENIOR HIGH SCHOOL",2014,"General Education","68","68","61","90","39","57","6","09","7","10","0","00"
"261313030002","EAST ROCHESTER JUNIOR-SENIOR HIGH SCHOOL",2014,"Students with Disabilities","9","8","3","38","1","13","1","13","5","63","1","11"
"261401060000","PITTSFORD CENTRAL SCHOOL DISTRICT",2014,"All Students","487","486","480","99","391","80","8","02","6","01","1","00"
"261401060000","PITTSFORD CENTRAL SCHOOL DISTRICT",2014,"General Education","450","450","450","100","385","86","6","01","0","00","0","00"
"261401060000","PITTSFORD CENTRAL SCHOOL DISTRICT",2014,"Students with Disabilities","37","36","30","83","6","17","2","06","6","17","1","03"
"261401060006","PITTSFORD SUTHERLAND HIGH SCHOOL",2014,"All Students","251","251","247","98","210","84","3","01","4","02","0","00"
"261401060006","PITTSFORD SUTHERLAND HIGH SCHOOL",2014,"General Education","232","232","232","100","205","88","3","01","0","00","0","00"
"261401060006","PITTSFORD SUTHERLAND HIGH SCHOOL",2014,"Students with Disabilities","19","19","15","79","5","26","0","00","4","21","0","00"
"261401060010","PITTSFORD-MENDON HIGH SCHOOL",2014,"All Students","234","233","233","100","181","78","5","02","0","00","1","00"
"261401060010","PITTSFORD-MENDON HIGH SCHOOL",2014,"General Education","218","218","218","100","180","83","3","01","0","00","0","00"
"261401060010","PITTSFORD-MENDON HIGH SCHOOL",2014,"Students with Disabilities","16","15","15","100","1","07","2","13","0","00","1","06"
"261501060000","CHURCHVILLE-CHILI CENTRAL SCHOOL DISTRICT",2014,"All Students","308","305","296","97","178","58","0","00","9","03","3","01"
"261501060000","CHURCHVILLE-CHILI CENTRAL SCHOOL DISTRICT",2014,"General Education","277","277","277","100","176","64","0","00","0","00","0","00"
"261501060000","CHURCHVILLE-CHILI CENTRAL SCHOOL DISTRICT",2014,"Students with Disabilities","31","28","19","68","2","07","0","00","9","32","3","10"
"261501060004","CHURCHVILLE-CHILI SENIOR HIGH SCHOOL",2014,"All Students","302","301","293","97","178","59","0","00","8","03","1","00"
"261501060004","CHURCHVILLE-CHILI SENIOR HIGH SCHOOL",2014,"General Education","274","274","274","100","176","64","0","00","0","00","0","00"
"261501060004","CHURCHVILLE-CHILI SENIOR HIGH SCHOOL",2014,"Students with Disabilities","28","27","19","70","2","07","0","00","8","30","1","04"
"261600010000","ROCHESTER CITY SCHOOL DISTRICT",2014,"All Students","1233","1183","1020","86","101","09","15","01","163","14","50","04"
"261600010000","ROCHESTER CITY SCHOOL DISTRICT",2014,"General Education","1049","1049","977","93","100","10","14","01","72","07","0","00"
"261600010000","ROCHESTER CITY SCHOOL DISTRICT",2014,"Students with Disabilities","184","134","43","32","1","01","1","01","91","68","50","27"
"261600010058","SCHOOL 58-WORLD OF INQUIRY SCHOOL",2014,"All Students","s","s","s","s","s","s","s","s","s","s","s","s"
"261600010058","SCHOOL 58-WORLD OF INQUIRY SCHOOL",2014,"General Education","s","s","s","s","s","s","s","s","s","s","s","s"
"261600010060","CHARLOTTE HIGH SCHOOL",2014,"All Students","64","61","48","79","6","10","0","00","13","21","3","05"
"261600010060","CHARLOTTE HIGH SCHOOL",2014,"General Education","51","51","46","90","6","12","0","00","5","10","0","00"
"261600010060","CHARLOTTE HIGH SCHOOL",2014,"Students with Disabilities","13","10","2","20","0","00","0","00","8","80","3","23"
"261600010061","EAST HIGH SCHOOL",2014,"All Students","171","149","124","83","2","01","0","00","25","17","22","13"
"261600010061","EAST HIGH SCHOOL",2014,"General Education","136","136","118","87","2","01","0","00","18","13","0","00"
"261600010061","EAST HIGH SCHOOL",2014,"Students with Disabilities","35","13","6","46","0","00","0","00","7","54","22","63"
"261600010066","JAMES MONROE HIGH SCHOOL",2014,"All Students","69","69","55","80","0","00","0","00","14","20","0","00"
"261600010066","JAMES MONROE HIGH SCHOOL",2014,"General Education","60","60","55","92","0","00","0","00","5","08","0","00"
"261600010066","JAMES MONROE HIGH SCHOOL",2014,"Students with Disabilities","9","9","0","00","0","00","0","00","9","100","0","00"
"261600010067","JOSEPH C WILSON MAGNET HIGH SCHOOL",2014,"All Students","180","178","154","87","31","17","0","00","24","13","2","01"
"261600010067","JOSEPH C WILSON MAGNET HIGH SCHOOL",2014,"General Education","159","159","151","95","31","19","0","00","8","05","0","00"
"261600010067","JOSEPH C WILSON MAGNET HIGH SCHOOL",2014,"Students with Disabilities","21","19","3","16","0","00","0","00","16","84","2","10"
"261600010069","SCHOOL WITHOUT WALLS",2014,"All Students","54","54","51","94","0","00","0","00","3","06","0","00"
"261600010069","SCHOOL WITHOUT WALLS",2014,"General Education","47","47","47","100","0","00","0","00","0","00","0","00"
"261600010069","SCHOOL WITHOUT WALLS",2014,"Students with Disabilities","7","7","4","57","0","00","0","00","3","43","0","00"
"261600010073","NORTHEAST COLLEGE PREPARATORY HIGH SCHOOL",2014,"All Students","25","25","18","72","0","00","0","00","7","28","0","00"
"261600010073","NORTHEAST COLLEGE PREPARATORY HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s","s","s","s","s","s","s"
"261600010073","NORTHEAST COLLEGE PREPARATORY HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s","s","s","s","s","s","s"
"261600010074","SCHOOL OF THE ARTS",2014,"All Students","140","140","131","94","43","31","0","00","9","06","0","00"
"261600010074","SCHOOL OF THE ARTS",2014,"General Education","130","130","126","97","43","33","0","00","4","03","0","00"
"261600010074","SCHOOL OF THE ARTS",2014,"Students with Disabilities","10","10","5","50","0","00","0","00","5","50","0","00"
"261600010085","DR FREDDIE THOMAS HIGH SCHOOL",2014,"All Students","235","231","187","81","5","02","0","00","44","19","4","02"
"261600010085","DR FREDDIE THOMAS HIGH SCHOOL",2014,"General Education","205","205","182","89","5","02","0","00","23","11","0","00"
"261600010085","DR FREDDIE THOMAS HIGH SCHOOL",2014,"Students with Disabilities","30","26","5","19","0","00","0","00","21","81","4","13"
"261600010089","NORTHWEST COLLEGE PREPARATORY HIGH SCHOOL",2014,"All Students","31","27","25","93","0","00","0","00","2","07","4","13"
"261600010089","NORTHWEST COLLEGE PREPARATORY HIGH SCHOOL",2014,"General Education","25","25","25","100","0","00","0","00","0","00","0","00"
"261600010089","NORTHWEST COLLEGE PREPARATORY HIGH SCHOOL",2014,"Students with Disabilities","6","2","0","00","0","00","0","00","2","100","4","67"
"261600010095","ROBERT BROWN SCHOOL OF CONSTRUCTION AND DESIGN",2014,"All Students","67","67","64","96","0","00","15","22","3","04","0","00"
"261600010095","ROBERT BROWN SCHOOL OF CONSTRUCTION AND DESIGN",2014,"General Education","61","61","60","98","0","00","14","23","1","02","0","00"
"261600010095","ROBERT BROWN SCHOOL OF CONSTRUCTION AND DESIGN",2014,"Students with Disabilities","6","6","4","67","0","00","1","17","2","33","0","00"
"261600010096","ROCHESTER SCIENCE, TECHNOLOGY, ENGINEERING AND MATH HIGH SCHOOL",2014,"All Students","69","69","63","91","8","12","0","00","6","09","0","00"
"261600010096","ROCHESTER SCIENCE, TECHNOLOGY, ENGINEERING AND MATH HIGH SCHOOL",2014,"General Education","60","60","59","98","8","13","0","00","1","02","0","00"
"261600010096","ROCHESTER SCIENCE, TECHNOLOGY, ENGINEERING AND MATH HIGH SCHOOL",2014,"Students with Disabilities","9","9","4","44","0","00","0","00","5","56","0","00"
"261600010097","VANGUARD COLLEGIATE HIGH SCHOOL",2014,"All Students","42","42","39","93","1","02","0","00","3","07","0","00"
"261600010097","VANGUARD COLLEGIATE HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s","s","s","s","s","s","s"
"261600010097","VANGUARD COLLEGIATE HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s","s","s","s","s","s","s"
"261600010102","ROCHESTER EARLY COLLEGE INTERNATIONAL HIGH SCHOOL",2014,"All Students","57","57","53","93","4","07","0","00","4","07","0","00"
"261600010102","ROCHESTER EARLY COLLEGE INTERNATIONAL HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s","s","s","s","s","s","s"
"261600010102","ROCHESTER EARLY COLLEGE INTERNATIONAL HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s","s","s","s","s","s","s"
"261600860910","ROCHESTER ACADEMY CHARTER SCHOOL",2014,"All Students","37","37","36","97","0","00","0","00","1","03","0","00"
"261600860910","ROCHESTER ACADEMY CHARTER SCHOOL",2014,"General Education","s","s","s","s","s","s","s","s","s","s","s","s"
"261600860910","ROCHESTER ACADEMY CHARTER SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s","s","s","s","s","s","s"
"261701060000","RUSH-HENRIETTA CENTRAL SCHOOL DISTRICT",2014,"All Students","403","391","374","96","216","55","22","06","17","04","12","03"
"261701060000","RUSH-HENRIETTA CENTRAL SCHOOL DISTRICT",2014,"General Education","372","372","366","98","215","58","20","05","6","02","0","00"
"261701060000","RUSH-HENRIETTA CENTRAL SCHOOL DISTRICT",2014,"Students with Disabilities","31","19","8","42","1","05","2","11","11","58","12","39"
"261701060013","RUSH-HENRIETTA SENIOR HIGH SCHOOL",2014,"All Students","394","389","374","96","216","56","22","06","15","04","5","01"
"261701060013","RUSH-HENRIETTA SENIOR HIGH SCHOOL",2014,"General Education","372","372","366","98","215","58","20","05","6","02","0","00"
"261701060013","RUSH-HENRIETTA SENIOR HIGH SCHOOL",2014,"Students with Disabilities","22","17","8","47","1","06","2","12","9","53","5","23"
"261801060000","BROCKPORT CENTRAL SCHOOL DISTRICT",2014,"All Students","296","290","259","89","123","42","19","07","31","11","6","02"
"261801060000","BROCKPORT CENTRAL SCHOOL DISTRICT",2014,"General Education","250","250","243","97","123","49","17","07","7","03","0","00"
"261801060000","BROCKPORT CENTRAL SCHOOL DISTRICT",2014,"Students with Disabilities","46","40","16","40","0","00","2","05","24","60","6","13"
"261801060003","BROCKPORT HIGH SCHOOL",2014,"All Students","286","281","255","91","123","44","19","07","26","09","5","02"
"261801060003","BROCKPORT HIGH SCHOOL",2014,"General Education","245","245","240","98","123","50","17","07","5","02","0","00"
"261801060003","BROCKPORT HIGH SCHOOL",2014,"Students with Disabilities","41","36","15","42","0","00","2","06","21","58","5","12"
"261901060000","WEBSTER CENTRAL SCHOOL DISTRICT",2014,"All Students","734","732","699","95","439","60","0","00","33","05","2","00"
"261901060000","WEBSTER CENTRAL SCHOOL DISTRICT",2014,"General Education","659","659","653","99","428","65","0","00","6","01","0","00"
"261901060000","WEBSTER CENTRAL SCHOOL DISTRICT",2014,"Students with Disabilities","75","73","46","63","11","15","0","00","27","37","2","03"
"261901060009","WEBSTER-SCHROEDER HIGH SCHOOL",2014,"All Students","364","363","341","94","207","57","0","00","22","06","1","00"
"261901060009","WEBSTER-SCHROEDER HIGH SCHOOL",2014,"General Education","329","329","325","99","205","62","0","00","4","01","0","00"
"261901060009","WEBSTER-SCHROEDER HIGH SCHOOL",2014,"Students with Disabilities","35","34","16","47","2","06","0","00","18","53","1","03"
"261901060015","THOMAS HIGH SCHOOL",2014,"All Students","362","362","351","97","231","64","0","00","11","03","0","00"
"261901060015","THOMAS HIGH SCHOOL",2014,"General Education","328","328","326","99","223","68","0","00","2","01","0","00"
"261901060015","THOMAS HIGH SCHOOL",2014,"Students with Disabilities","34","34","25","74","8","24","0","00","9","26","0","00"
"262001040000","WHEATLAND-CHILI CENTRAL SCHOOL DISTRICT",2014,"All Students","62","62","55","89","23","37","3","05","7","11","0","00"
"262001040000","WHEATLAND-CHILI CENTRAL SCHOOL DISTRICT",2014,"General Education","49","49","49","100","23","47","2","04","0","00","0","00"
"262001040000","WHEATLAND-CHILI CENTRAL SCHOOL DISTRICT",2014,"Students with Disabilities","13","13","6","46","0","00","1","08","7","54","0","00"
"262001040003","WHEATLAND-CHILI HIGH SCHOOL",2014,"All Students","61","61","54","89","23","38","3","05","7","11","0","00"
"262001040003","WHEATLAND-CHILI HIGH SCHOOL",2014,"General Education","49","49","49","100","23","47","2","04","0","00","0","00"
"262001040003","WHEATLAND-CHILI HIGH SCHOOL",2014,"Students with Disabilities","12","12","5","42","0","00","1","08","7","58","0","00"
"270100010000","AMSTERDAM CITY SCHOOL DISTRICT",2014,"All Students","217","204","179","88","52","25","10","05","25","12","13","06"
"270100010000","AMSTERDAM CITY SCHOOL DISTRICT",2014,"General Education","171","171","170","99","51","30","9","05","1","01","0","00"
"270100010000","AMSTERDAM CITY SCHOOL DISTRICT",2014,"Students with Disabilities","46","33","9","27","1","03","1","03","24","73","13","28"
"270100010010","AMSTERDAM HIGH SCHOOL",2014,"All Students","217","204","179","88","52","25","10","05","25","12","13","06"
"270100010010","AMSTERDAM HIGH SCHOOL",2014,"General Education","171","171","170","99","51","30","9","05","1","01","0","00"
"270100010010","AMSTERDAM HIGH SCHOOL",2014,"Students with Disabilities","46","33","9","27","1","03","1","03","24","73","13","28"
"270301040000","CANAJOHARIE CENTRAL SCHOOL DISTRICT",2014,"All Students","68","67","63","94","27","40","11","16","4","06","1","01"
"270301040000","CANAJOHARIE CENTRAL SCHOOL DISTRICT",2014,"General Education","62","62","60","97","27","44","10","16","2","03","0","00"
"270301040000","CANAJOHARIE CENTRAL SCHOOL DISTRICT",2014,"Students with Disabilities","6","5","3","60","0","00","1","20","2","40","1","17"
"270301040002","CANAJOHARIE SENIOR HIGH SCHOOL",2014,"All Students","68","67","63","94","27","40","11","16","4","06","1","01"
"270301040002","CANAJOHARIE SENIOR HIGH SCHOOL",2014,"General Education","62","62","60","97","27","44","10","16","2","03","0","00"
"270301040002","CANAJOHARIE SENIOR HIGH SCHOOL",2014,"Students with Disabilities","6","5","3","60","0","00","1","20","2","40","1","17"
"270601040000","FONDA-FULTONVILLE CENTRAL SCHOOL DISTRICT",2014,"All Students","117","116","111","96","61","53","21","18","5","04","1","01"
"270601040000","FONDA-FULTONVILLE CENTRAL SCHOOL DISTRICT",2014,"General Education","102","102","102","100","60","59","20","20","0","00","0","00"
"270601040000","FONDA-FULTONVILLE CENTRAL SCHOOL DISTRICT",2014,"Students with Disabilities","15","14","9","64","1","07","1","07","5","36","1","07"
"270601040002","FONDA-FULTONVILLE SENIOR HIGH SCHOOL",2014,"All Students","113","113","109","96","61","54","20","18","4","04","0","00"
"270601040002","FONDA-FULTONVILLE SENIOR HIGH SCHOOL",2014,"General Education","101","101","101","100","60","59","20","20","0","00","0","00"
"270601040002","FONDA-FULTONVILLE SENIOR HIGH SCHOOL",2014,"Students with Disabilities","12","12","8","67","1","08","0","00","4","33","0","00"
"270701040000","FORT PLAIN CENTRAL SCHOOL DISTRICT",2014,"All Students","50","50","41","82","11","22","3","06","9","18","0","00"
"270701040000","FORT PLAIN CENTRAL SCHOOL DISTRICT",2014,"General Education","40","40","40","100","11","28","3","08","0","00","0","00"
"270701040000","FORT PLAIN CENTRAL SCHOOL DISTRICT",2014,"Students with Disabilities","10","10","1","10","0","00","0","00","9","90","0","00"
"270701040003","FORT PLAIN JUNIOR-SENIOR HIGH SCHOOL",2014,"All Students","49","49","40","82","11","22","3","06","9","18","0","00"
"270701040003","FORT PLAIN JUNIOR-SENIOR HIGH SCHOOL",2014,"General Education","39","39","39","100","11","28","3","08","0","00","0","00"
"270701040003","FORT PLAIN JUNIOR-SENIOR HIGH SCHOOL",2014,"Students with Disabilities","10","10","1","10","0","00","0","00","9","90","0","00"
"271201040000","OPPENHEIM-EPHRATAH-ST. JOHNSVILLE CSD",2014,"All Students","31","27","23","85","4","15","2","07","4","15","4","13"
"271201040000","OPPENHEIM-EPHRATAH-ST. JOHNSVILLE CSD",2014,"General Education","22","22","22","100","4","18","2","09","0","00","0","00"
"271201040000","OPPENHEIM-EPHRATAH-ST. JOHNSVILLE CSD",2014,"Students with Disabilities","9","5","1","20","0","00","0","00","4","80","4","44"
"271201040004","OPPENHEIM-EPHRATAH-ST JOHNSVILLE HIGH SCHOOL",2014,"All Students","30","26","23","88","4","15","2","08","3","12","4","13"
"271201040004","OPPENHEIM-EPHRATAH-ST JOHNSVILLE HIGH SCHOOL",2014,"General Education","22","22","22","100","4","18","2","09","0","00","0","00"
"271201040004","OPPENHEIM-EPHRATAH-ST JOHNSVILLE HIGH SCHOOL",2014,"Students with Disabilities","8","4","1","25","0","00","0","00","3","75","4","50"
"280100010000","GLEN COVE CITY SCHOOL DISTRICT",2014,"All Students","225","220","206","94","89","40","0","00","14","06","5","02"
"280100010000","GLEN COVE CITY SCHOOL DISTRICT",2014,"General Education","194","194","188","97","86","44","0","00","6","03","0","00"
"280100010000","GLEN COVE CITY SCHOOL DISTRICT",2014,"Students with Disabilities","31","26","18","69","3","12","0","00","8","31","5","16"
"280100010007","GLEN COVE HIGH SCHOOL",2014,"All Students","224","219","205","94","88","40","0","00","14","06","5","02"
"280100010007","GLEN COVE HIGH SCHOOL",2014,"General Education","193","193","187","97","85","44","0","00","6","03","0","00"
"280100010007","GLEN COVE HIGH SCHOOL",2014,"Students with Disabilities","31","26","18","69","3","12","0","00","8","31","5","16"
"280201030000","HEMPSTEAD UNION FREE SCHOOL DISTRICT",2014,"All Students","247","242","239","99","15","06","0","00","3","01","5","02"
"280201030000","HEMPSTEAD UNION FREE SCHOOL DISTRICT",2014,"General Education","226","226","223","99","15","07","0","00","3","01","0","00"
"280201030000","HEMPSTEAD UNION FREE SCHOOL DISTRICT",2014,"Students with Disabilities","21","16","16","100","0","00","0","00","0","00","5","24"
"280201030007","HEMPSTEAD HIGH SCHOOL",2014,"All Students","243","240","237","99","15","06","0","00","3","01","3","01"
"280201030007","HEMPSTEAD HIGH SCHOOL",2014,"General Education","224","224","221","99","15","07","0","00","3","01","0","00"
"280201030007","HEMPSTEAD HIGH SCHOOL",2014,"Students with Disabilities","19","16","16","100","0","00","0","00","0","00","3","16"
"280202030000","UNIONDALE UNION FREE SCHOOL DISTRICT",2014,"All Students","491","481","454","94","113","23","0","00","27","06","10","02"
"280202030000","UNIONDALE UNION FREE SCHOOL DISTRICT",2014,"General Education","461","460","450","98","112","24","0","00","10","02","1","00"
"280202030000","UNIONDALE UNION FREE SCHOOL DISTRICT",2014,"Students with Disabilities","30","21","4","19","1","05","0","00","17","81","9","30"
"280202030010","UNIONDALE HIGH SCHOOL",2014,"All Students","471","469","444","95","112","24","0","00","25","05","2","00"
"280202030010","UNIONDALE HIGH SCHOOL",2014,"General Education","450","450","441","98","111","25","0","00","9","02","0","00"
"280202030010","UNIONDALE HIGH SCHOOL",2014,"Students with Disabilities","21","19","3","16","1","05","0","00","16","84","2","10"
"280203030000","EAST MEADOW UNION FREE SCHOOL DISTRICT",2014,"All Students","589","589","575","98","343","58","25","04","14","02","0","00"
"280203030000","EAST MEADOW UNION FREE SCHOOL DISTRICT",2014,"General Education","555","555","547","99","336","61","21","04","8","01","0","00"
"280203030000","EAST MEADOW UNION FREE SCHOOL DISTRICT",2014,"Students with Disabilities","34","34","28","82","7","21","4","12","6","18","0","00"
"280203030010","W TRESPER CLARKE HIGH SCHOOL",2014,"All Students","191","191","188","98","121","63","7","04","3","02","0","00"
"280203030010","W TRESPER CLARKE HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s","s","s","s","s","s","s"
"280203030010","W TRESPER CLARKE HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s","s","s","s","s","s","s"
"280203030011","EAST MEADOW HIGH SCHOOL",2014,"All Students","394","394","385","98","222","56","18","05","9","02","0","00"
"280203030011","EAST MEADOW HIGH SCHOOL",2014,"General Education","366","366","361","99","216","59","14","04","5","01","0","00"
"280203030011","EAST MEADOW HIGH SCHOOL",2014,"Students with Disabilities","28","28","24","86","6","21","4","14","4","14","0","00"
"280205030000","LEVITTOWN UNION FREE SCHOOL DISTRICT",2014,"All Students","609","602","586","97","377","63","48","08","16","03","7","01"
"280205030000","LEVITTOWN UNION FREE SCHOOL DISTRICT",2014,"General Education","522","522","521","100","362","69","41","08","1","00","0","00"
"280205030000","LEVITTOWN UNION FREE SCHOOL DISTRICT",2014,"Students with Disabilities","87","80","65","81","15","19","7","09","15","19","7","08"
"280205030015","DIVISION AVENUE SENIOR HIGH SCHOOL",2014,"All Students","248","247","241","98","146","59","23","09","6","02","1","00"
