"ENTITY_CD","ENTITY_NAME","YEAR","SUBGROUP_NAME","DROPOUT","PER_DROPOUT","EQUIV","PER_EQUIV","TOTALNON","PER_TOTALNON","TOTAL_ENROLLMENT_BASE"
"280251070004","VALLEY STREAM CENTRAL HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",126
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT",2014,"All Students","14","00","34","01","48","01",5566
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT",2014,"General Education","7","00","28","01","35","01",4904
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT",2014,"Students with Disabilities","7","01","6","01","13","02",662
"280252070002","ELMONT MEMORIAL HIGH SCHOOL",2014,"All Students","4","00","12","01","16","01",1262
"280252070002","ELMONT MEMORIAL HIGH SCHOOL",2014,"General Education","3","00","7","01","10","01",1117
"280252070002","ELMONT MEMORIAL HIGH SCHOOL",2014,"Students with Disabilities","1","01","5","03","6","04",145
"280252070003","FLORAL PARK MEMORIAL HIGH SCHOOL",2014,"All Students","3","00","2","00","5","01",932
"280252070003","FLORAL PARK MEMORIAL HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",795
"280252070003","FLORAL PARK MEMORIAL HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",137
"280252070004","H FRANK CAREY HIGH SCHOOL",2014,"All Students","1","00","4","00","5","00",1144
"280252070004","H FRANK CAREY HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",1019
"280252070004","H FRANK CAREY HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",125
"280252070005","NEW HYDE PARK MEMORIAL HIGH SCHOOL",2014,"All Students","2","00","3","00","5","00",1142
"280252070005","NEW HYDE PARK MEMORIAL HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",1004
"280252070005","NEW HYDE PARK MEMORIAL HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",138
"280252070006","SEWANHAKA HIGH SCHOOL",2014,"All Students","4","00","13","01","17","02",1086
"280252070006","SEWANHAKA HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",969
"280252070006","SEWANHAKA HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",117
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT",2014,"All Students","16","00","2","00","18","00",3855
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT",2014,"General Education","s","s","s","s","s","s",3367
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT",2014,"Students with Disabilities","s","s","s","s","s","s",488
"280253070005","SANFORD H CALHOUN HIGH SCHOOL",2014,"All Students","s","s","s","s","s","s",1323
"280253070005","SANFORD H CALHOUN HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",1119
"280253070005","SANFORD H CALHOUN HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",204
"280253070006","WELLINGTON C MEPHAM HIGH SCHOOL",2014,"All Students","9","01","1","00","10","01",1327
"280253070006","WELLINGTON C MEPHAM HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",1159
"280253070006","WELLINGTON C MEPHAM HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",168
"280253070007","JOHN F KENNEDY HIGH SCHOOL",2014,"All Students","s","s","s","s","s","s",1205
"280253070007","JOHN F KENNEDY HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",1089
"280300010000","LONG BEACH CITY SCHOOL DISTRICT",2014,"All Students","5","00","4","00","9","01",1298
"280300010000","LONG BEACH CITY SCHOOL DISTRICT",2014,"General Education","s","s","s","s","s","s",1112
"280300010000","LONG BEACH CITY SCHOOL DISTRICT",2014,"Students with Disabilities","s","s","s","s","s","s",186
"280300010008","LONG BEACH SENIOR HIGH SCHOOL",2014,"All Students","5","00","4","00","9","01",1298
"280300010008","LONG BEACH SENIOR HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",1112
"280300010008","LONG BEACH SENIOR HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",186
"280401030000","WESTBURY UNION FREE SCHOOL DISTRICT",2014,"All Students","34","03","0","00","34","03",1286
"280401030000","WESTBURY UNION FREE SCHOOL DISTRICT",2014,"General Education","28","02","0","00","28","02",1172
"280401030000","WESTBURY UNION FREE SCHOOL DISTRICT",2014,"Students with Disabilities","6","05","0","00","6","05",114
"280401030007","WESTBURY HIGH SCHOOL",2014,"All Students","30","02","0","00","30","02",1286
"280401030007","WESTBURY HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",1172
"280401030007","WESTBURY HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",114
"280404030000","PORT WASHINGTON UNION FREE SCHOOL DISTRICT",2014,"All Students","5","00","0","00","5","00",1545
"280404030000","PORT WASHINGTON UNION FREE SCHOOL DISTRICT",2014,"General Education","s","s","s","s","s","s",1380
"280404030000","PORT WASHINGTON UNION FREE SCHOOL DISTRICT",2014,"Students with Disabilities","s","s","s","s","s","s",165
"280404030009","PAUL D SCHREIBER SENIOR HIGH SCHOOL",2014,"All Students","s","s","s","s","s","s",1545
"280404030009","PAUL D SCHREIBER SENIOR HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",1380
"280406030000","MANHASSET UNION FREE SCHOOL DISTRICT",2014,"All Students","s","s","s","s","s","s",1020
"280406030000","MANHASSET UNION FREE SCHOOL DISTRICT",2014,"Students with Disabilities","s","s","s","s","s","s",145
"280407030000","GREAT NECK UNION FREE SCHOOL DISTRICT",2014,"All Students","9","00","0","00","9","00",2293
"280407030000","GREAT NECK UNION FREE SCHOOL DISTRICT",2014,"General Education","s","s","s","s","s","s",1956
"280407030000","GREAT NECK UNION FREE SCHOOL DISTRICT",2014,"Students with Disabilities","s","s","s","s","s","s",337
"280407030014","GREAT NECK SOUTH HIGH SCHOOL",2014,"All Students","s","s","s","s","s","s",1214
"280407030014","GREAT NECK SOUTH HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",1066
"280407030014","GREAT NECK SOUTH HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",148
"280407030015","GREAT NECK NORTH HIGH SCHOOL",2014,"All Students","s","s","s","s","s","s",1037
"280407030015","GREAT NECK NORTH HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",877
"280407030015","GREAT NECK NORTH HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",160
"280407030016","VILLAGE SCHOOL",2014,"All Students","s","s","s","s","s","s",40
"280407030016","VILLAGE SCHOOL",2014,"General Education","s","s","s","s","s","s",13
"280409030000","HERRICKS UNION FREE SCHOOL DISTRICT",2014,"All Students","s","s","s","s","s","s",1340
"280409030000","HERRICKS UNION FREE SCHOOL DISTRICT",2014,"General Education","s","s","s","s","s","s",1185
"280409030008","HERRICKS HIGH SCHOOL",2014,"All Students","s","s","s","s","s","s",1337
"280409030008","HERRICKS HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",1185
"280410030000","MINEOLA UNION FREE SCHOOL DISTRICT",2014,"All Students","s","s","s","s","s","s",770
"280410030000","MINEOLA UNION FREE SCHOOL DISTRICT",2014,"General Education","s","s","s","s","s","s",659
"280410030006","MINEOLA HIGH SCHOOL",2014,"All Students","s","s","s","s","s","s",770
"280410030006","MINEOLA HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",659
"280411030000","CARLE PLACE UNION FREE SCHOOL DISTRICT",2014,"All Students","s","s","s","s","s","s",450
"280411030000","CARLE PLACE UNION FREE SCHOOL DISTRICT",2014,"General Education","s","s","s","s","s","s",385
"280411030003","CARLE PLACE MIDDLE SENIOR HIGH SCHOOL",2014,"All Students","s","s","s","s","s","s",450
"280411030003","CARLE PLACE MIDDLE SENIOR HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",385
"280501060000","NORTH SHORE CENTRAL SCHOOL DISTRICT",2014,"All Students","s","s","s","s","s","s",910
"280501060000","NORTH SHORE CENTRAL SCHOOL DISTRICT",2014,"General Education","s","s","s","s","s","s",798
"280501060000","NORTH SHORE CENTRAL SCHOOL DISTRICT",2014,"Students with Disabilities","s","s","s","s","s","s",112
"280501060004","NORTH SHORE SENIOR HIGH SCHOOL",2014,"All Students","s","s","s","s","s","s",910
"280501060004","NORTH SHORE SENIOR HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",798
"280502060000","SYOSSET CENTRAL SCHOOL DISTRICT",2014,"All Students","s","s","s","s","s","s",2187
"280502060000","SYOSSET CENTRAL SCHOOL DISTRICT",2014,"Students with Disabilities","s","s","s","s","s","s",237
"280503060000","LOCUST VALLEY CENTRAL SCHOOL DISTRICT",2014,"All Students","s","s","s","s","s","s",694
"280503060000","LOCUST VALLEY CENTRAL SCHOOL DISTRICT",2014,"General Education","s","s","s","s","s","s",576
"280503060000","LOCUST VALLEY CENTRAL SCHOOL DISTRICT",2014,"Students with Disabilities","s","s","s","s","s","s",118
"280503060003","LOCUST VALLEY HIGH SCHOOL",2014,"All Students","s","s","s","s","s","s",694
"280503060003","LOCUST VALLEY HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",576
"280506060000","OYSTER BAY-EAST NORWICH CENTRAL SCHOOL DISTRICT",2014,"All Students","12","02","0","00","12","02",504
"280506060000","OYSTER BAY-EAST NORWICH CENTRAL SCHOOL DISTRICT",2014,"General Education","7","02","0","00","7","02",445
"280506060000","OYSTER BAY-EAST NORWICH CENTRAL SCHOOL DISTRICT",2014,"Students with Disabilities","5","08","0","00","5","08",59
"280506060002","OYSTER BAY HIGH SCHOOL",2014,"All Students","9","02","0","00","9","02",504
"280506060002","OYSTER BAY HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",445
"280506060002","OYSTER BAY HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",59
"280517030000","HICKSVILLE UNION FREE SCHOOL DISTRICT",2014,"All Students","25","01","0","00","25","01",1691
"280517030000","HICKSVILLE UNION FREE SCHOOL DISTRICT",2014,"General Education","19","01","0","00","19","01",1497
"280517030000","HICKSVILLE UNION FREE SCHOOL DISTRICT",2014,"Students with Disabilities","6","03","0","00","6","03",194
"280517030010","HICKSVILLE HIGH SCHOOL",2014,"All Students","22","01","0","00","22","01",1690
"280517030010","HICKSVILLE HIGH SCHOOL",2014,"General Education","16","01","0","00","16","01",1497
"280517030010","HICKSVILLE HIGH SCHOOL",2014,"Students with Disabilities","6","03","0","00","6","03",193
"280517030011","HICKSVILLE MIDDLE SCHOOL",2014,"All Students","s","s","s","s","s","s",1
"280517030011","HICKSVILLE MIDDLE SCHOOL",2014,"General Education","s","s","s","s","s","s",0
"280518030000","PLAINEDGE UNION FREE SCHOOL DISTRICT",2014,"All Students","7","01","0","00","7","01",1076
"280518030000","PLAINEDGE UNION FREE SCHOOL DISTRICT",2014,"General Education","s","s","s","s","s","s",979
"280518030000","PLAINEDGE UNION FREE SCHOOL DISTRICT",2014,"Students with Disabilities","s","s","s","s","s","s",97
"280518030009","PLAINEDGE SENIOR HIGH SCHOOL",2014,"All Students","5","00","0","00","5","00",1076
"280518030009","PLAINEDGE SENIOR HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",979
"280518030009","PLAINEDGE SENIOR HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",97
"280521030000","BETHPAGE UNION FREE SCHOOL DISTRICT",2014,"All Students","s","s","s","s","s","s",942
"280521030000","BETHPAGE UNION FREE SCHOOL DISTRICT",2014,"Students with Disabilities","s","s","s","s","s","s",100
"280521030006","BETHPAGE SENIOR HIGH SCHOOL",2014,"All Students","s","s","s","s","s","s",941
"280521030006","BETHPAGE SENIOR HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",99
"280522030000","FARMINGDALE UNION FREE SCHOOL DISTRICT",2014,"All Students","20","01","0","00","20","01",1936
"280522030000","FARMINGDALE UNION FREE SCHOOL DISTRICT",2014,"General Education","14","01","0","00","14","01",1682
"280522030000","FARMINGDALE UNION FREE SCHOOL DISTRICT",2014,"Students with Disabilities","6","02","0","00","6","02",254
"280522030009","FARMINGDALE SENIOR HIGH SCHOOL",2014,"All Students","18","01","0","00","18","01",1936
"280522030009","FARMINGDALE SENIOR HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",1682
"280522030009","FARMINGDALE SENIOR HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",254
"280523030000","MASSAPEQUA UNION FREE SCHOOL DISTRICT",2014,"All Students","4","00","2","00","6","00",2476
"280523030000","MASSAPEQUA UNION FREE SCHOOL DISTRICT",2014,"General Education","s","s","s","s","s","s",2213
"280523030000","MASSAPEQUA UNION FREE SCHOOL DISTRICT",2014,"Students with Disabilities","s","s","s","s","s","s",263
"280523030011","MASSAPEQUA HIGH SCHOOL",2014,"All Students","4","00","2","00","6","00",1869
"280523030011","MASSAPEQUA HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",1667
"280523030011","MASSAPEQUA HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",202
"310100010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 1",2014,"All Students","274","08","12","00","286","08",3388
"310100010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 1",2014,"General Education","225","08","8","00","233","08",2924
"310100010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 1",2014,"Students with Disabilities","49","11","4","01","53","11",464
"310100010140","PS 140 NATHAN STRAUS",2014,"All Students","s","s","s","s","s","s",2
"310100010140","PS 140 NATHAN STRAUS",2014,"General Education","s","s","s","s","s","s",0
"310100011292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES",2014,"All Students","29","12","2","01","31","12",250
"310100011292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES",2014,"General Education","22","13","1","01","23","13",176
"310100011292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES",2014,"Students with Disabilities","7","09","1","01","8","11",74
"310100011448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL",2014,"All Students","18","06","2","01","20","07",305
"310100011448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL",2014,"General Education","11","05","1","00","12","05",222
"310100011448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL",2014,"Students with Disabilities","7","08","1","01","8","10",83
"310100011450","EAST SIDE COMMUNITY SCHOOL",2014,"All Students","6","02","0","00","6","02",389
"310100011450","EAST SIDE COMMUNITY SCHOOL",2014,"General Education","s","s","s","s","s","s",285
"310100011450","EAST SIDE COMMUNITY SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",104
"310100011458","FORSYTHE SATELLITE ACADEMY",2014,"All Students","37","21","4","02","41","23",178
"310100011458","FORSYTHE SATELLITE ACADEMY",2014,"General Education","30","20","3","02","33","22",148
"310100011458","FORSYTHE SATELLITE ACADEMY",2014,"Students with Disabilities","7","23","1","03","8","27",30
"310100011509","MARTA VALLE HIGH SCHOOL",2014,"All Students","18","05","1","00","19","05",398
"310100011509","MARTA VALLE HIGH SCHOOL",2014,"General Education","9","03","1","00","10","03",297
"310100011509","MARTA VALLE HIGH SCHOOL",2014,"Students with Disabilities","9","09","0","00","9","09",101
"310100011515","LOWER EAST SIDE PREPARATORY HIGH SCHOOL",2014,"All Students","102","21","1","00","103","21",480
"310100011515","LOWER EAST SIDE PREPARATORY HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",468
"310100011515","LOWER EAST SIDE PREPARATORY HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",12
"310100011539","NEW EXPLORATIONS INTO SCIENCE,TECH AND MATH HIGH SCHOOL",2014,"All Students","s","s","s","s","s","s",609
"310100011539","NEW EXPLORATIONS INTO SCIENCE,TECH AND MATH HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",579
"310100011650","CASCADES HIGH SCHOOL",2014,"All Students","44","21","1","00","45","21",212
"310100011650","CASCADES HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",191
"310100011650","CASCADES HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",21
"310100011696","BARD HIGH SCHOOL EARLY COLLEGE",2014,"All Students","s","s","s","s","s","s",563
"310100011696","BARD HIGH SCHOOL EARLY COLLEGE",2014,"General Education","s","s","s","s","s","s",558
"310200010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 2",2014,"All Students","1326","04","139","00","1465","04",36034
"310200010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 2",2014,"General Education","1073","03","106","00","1179","04",30887
"310200010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 2",2014,"Students with Disabilities","253","05","33","01","286","06",5147
"310200010047","AMERICAN SIGN LANGUAGE & ENGLISH SECONDARY SCHOOL",2014,"All Students","4","02","1","01","5","03",183
"310200010047","AMERICAN SIGN LANGUAGE & ENGLISH SECONDARY SCHOOL",2014,"General Education","s","s","s","s","s","s",125
"310200010047","AMERICAN SIGN LANGUAGE & ENGLISH SECONDARY SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",58
"310200010104","JHS 104 SIMON BARUCH",2014,"All Students","s","s","s","s","s","s",0
"310200010104","JHS 104 SIMON BARUCH",2014,"General Education","s","s","s","s","s","s",0
"310200010131","MS 131",2014,"All Students","s","s","s","s","s","s",3
"310200010131","MS 131",2014,"General Education","s","s","s","s","s","s",0
"310200010412","NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES",2014,"All Students","s","s","s","s","s","s",599
"310200010412","NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES",2014,"General Education","s","s","s","s","s","s",499
"310200010412","NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES",2014,"Students with Disabilities","s","s","s","s","s","s",100
"310200010413","SCHOOL OF THE FUTURE HIGH SCHOOL",2014,"All Students","s","s","s","s","s","s",420
"310200010413","SCHOOL OF THE FUTURE HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",355
"310200010416","ELEANOR ROOSEVELT HIGH SCHOOL",2014,"All Students","s","s","s","s","s","s",533
"310200010416","ELEANOR ROOSEVELT HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",516
"310200010418","MILLENNIUM HIGH SCHOOL",2014,"All Students","s","s","s","s","s","s",619
"310200010418","MILLENNIUM HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",565
"310200011288","FOOD AND FINANCE HIGH SCHOOL",2014,"All Students","14","03","1","00","15","03",448
"310200011288","FOOD AND FINANCE HIGH SCHOOL",2014,"General Education","8","02","1","00","9","02",378
"310200011288","FOOD AND FINANCE HIGH SCHOOL",2014,"Students with Disabilities","6","09","0","00","6","09",70
"310200011294","ESSEX STREET ACADEMY",2014,"All Students","14","04","1","00","15","04",349
"310200011294","ESSEX STREET ACADEMY",2014,"General Education","s","s","s","s","s","s",266
"310200011294","ESSEX STREET ACADEMY",2014,"Students with Disabilities","s","s","s","s","s","s",83
"310200011296","HIGH SCHOOL OF HOSPITALITY MANAGEMENT",2014,"All Students","s","s","s","s","s","s",432
"310200011296","HIGH SCHOOL OF HOSPITALITY MANAGEMENT",2014,"General Education","s","s","s","s","s","s",352
"310200011296","HIGH SCHOOL OF HOSPITALITY MANAGEMENT",2014,"Students with Disabilities","s","s","s","s","s","s",80
"310200011298","PACE HIGH SCHOOL",2014,"All Students","9","02","0","00","9","02",421
"310200011298","PACE HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",369
"310200011298","PACE HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",52
"310200011300","URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION",2014,"All Students","9","02","1","00","10","02",426
"310200011300","URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION",2014,"General Education","s","s","s","s","s","s",341
"310200011300","URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION",2014,"Students with Disabilities","s","s","s","s","s","s",85
"310200011303","FACING HISTORY SCHOOL (THE)",2014,"All Students","25","06","4","01","29","07",415
"310200011303","FACING HISTORY SCHOOL (THE)",2014,"General Education","16","05","4","01","20","06",314
"310200011303","FACING HISTORY SCHOOL (THE)",2014,"Students with Disabilities","9","09","0","00","9","09",101
"310200011305","URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW",2014,"All Students","5","02","1","00","6","02",325
"310200011305","URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW",2014,"General Education","s","s","s","s","s","s",270
"310200011305","URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW",2014,"Students with Disabilities","s","s","s","s","s","s",55
"310200011308","LOWER MANHATTAN ARTS ACADEMY",2014,"All Students","5","01","1","00","6","02",362
"310200011308","LOWER MANHATTAN ARTS ACADEMY",2014,"General Education","s","s","s","s","s","s",264
"310200011308","LOWER MANHATTAN ARTS ACADEMY",2014,"Students with Disabilities","s","s","s","s","s","s",98
"310200011313","JAMES BALDWIN SCHOOL-A SCHOOL FOR EXPEDITIONARY LRNING",2014,"All Students","23","10","4","02","27","12",231
"310200011313","JAMES BALDWIN SCHOOL-A SCHOOL FOR EXPEDITIONARY LRNING",2014,"General Education","20","10","2","01","22","11",196
"310200011313","JAMES BALDWIN SCHOOL-A SCHOOL FOR EXPEDITIONARY LRNING",2014,"Students with Disabilities","3","09","2","06","5","14",35
"310200011316","URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN",2014,"All Students","8","02","0","00","8","02",423
"310200011316","URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN",2014,"General Education","s","s","s","s","s","s",334
"310200011316","URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN",2014,"Students with Disabilities","s","s","s","s","s","s",89
"310200011374","GRAMERCY ARTS HIGH SCHOOL",2014,"All Students","20","04","1","00","21","04",554
"310200011374","GRAMERCY ARTS HIGH SCHOOL",2014,"General Education","15","03","1","00","16","03",459
"310200011374","GRAMERCY ARTS HIGH SCHOOL",2014,"Students with Disabilities","5","05","0","00","5","05",95
"310200011376","NYC ISCHOOL",2014,"All Students","s","s","s","s","s","s",431
"310200011376","NYC ISCHOOL",2014,"General Education","s","s","s","s","s","s",372
"310200011376","NYC ISCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",59
"310200011392","MANHATTAN BUSINESS ACADEMY",2014,"All Students","8","02","1","00","9","02",424
"310200011392","MANHATTAN BUSINESS ACADEMY",2014,"General Education","s","s","s","s","s","s",354
"310200011392","MANHATTAN BUSINESS ACADEMY",2014,"Students with Disabilities","s","s","s","s","s","s",70
"310200011393","BUSINESS OF SPORTS SCHOOL",2014,"All Students","9","02","1","00","10","02",414
"310200011393","BUSINESS OF SPORTS SCHOOL",2014,"General Education","s","s","s","s","s","s",321
"310200011393","BUSINESS OF SPORTS SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",93
"310200011394","EMMA LAZARUS HIGH SCHOOL",2014,"All Students","12","06","2","01","14","07",211
"310200011394","EMMA LAZARUS HIGH SCHOOL",2014,"General Education","12","06","2","01","14","07",211
"310200011399","HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY",2014,"All Students","13","04","1","00","14","04",350
"310200011399","HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY",2014,"General Education","s","s","s","s","s","s",284
"310200011399","HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY",2014,"Students with Disabilities","s","s","s","s","s","s",66
"310200011400","HIGH SCHOOL FOR ENVIRONMENTAL STUDIES",2014,"All Students","27","02","4","00","31","02",1318
"310200011400","HIGH SCHOOL FOR ENVIRONMENTAL STUDIES",2014,"General Education","s","s","s","s","s","s",1099
"310200011400","HIGH SCHOOL FOR ENVIRONMENTAL STUDIES",2014,"Students with Disabilities","s","s","s","s","s","s",219
"310200011407","INSTITUTE FOR COLLABORATIVE EDUCATION",2014,"All Students","s","s","s","s","s","s",262
"310200011407","INSTITUTE FOR COLLABORATIVE EDUCATION",2014,"General Education","s","s","s","s","s","s",237
"310200011408","PROFESSIONAL PERFORMING ARTS HIGH SCHOOL",2014,"All Students","s","s","s","s","s","s",415
"310200011408","PROFESSIONAL PERFORMING ARTS HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",382
"310200011419","LANDMARK HIGH SCHOOL",2014,"All Students","26","07","2","01","28","07",391
"310200011419","LANDMARK HIGH SCHOOL",2014,"General Education","16","05","1","00","17","06",301
"310200011419","LANDMARK HIGH SCHOOL",2014,"Students with Disabilities","10","11","1","01","11","12",90
"310200011420","HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICES",2014,"All Students","29","02","3","00","32","02",1699
"310200011420","HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICES",2014,"General Education","16","01","2","00","18","01",1477
"310200011420","HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICES",2014,"Students with Disabilities","13","06","1","00","14","06",222
"310200011425","LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL",2014,"All Students","15","02","1","00","16","02",688
"310200011425","LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",559
"310200011425","LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",129
"310200011427","MANHATTAN ACADEMY FOR ARTS AND LANGUAGES",2014,"All Students","22","07","0","00","22","07",309
"310200011427","MANHATTAN ACADEMY FOR ARTS AND LANGUAGES",2014,"General Education","s","s","s","s","s","s",289
"310200011427","MANHATTAN ACADEMY FOR ARTS AND LANGUAGES",2014,"Students with Disabilities","s","s","s","s","s","s",20
"310200011429","LEGACY SCHOOL FOR INTEGRATED STUDIES",2014,"All Students","20","25","2","02","22","27",81
"310200011429","LEGACY SCHOOL FOR INTEGRATED STUDIES",2014,"General Education","12","24","1","02","13","27",49
"310200011429","LEGACY SCHOOL FOR INTEGRATED STUDIES",2014,"Students with Disabilities","8","25","1","03","9","28",32
"310200011432","MURRAY HILL ACADEMY",2014,"All Students","16","05","3","01","19","06",304
"310200011432","MURRAY HILL ACADEMY",2014,"General Education","11","05","2","01","13","06",221
"310200011432","MURRAY HILL ACADEMY",2014,"Students with Disabilities","5","06","1","01","6","07",83
"310200011437","HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES",2014,"All Students","s","s","s","s","s","s",464
"310200011437","HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES",2014,"General Education","s","s","s","s","s","s",367
"310200011438","INTERNATIONAL HIGH SCHOOL AT UNION SQUARE",2014,"All Students","10","03","0","00","10","03",328
"310200011438","INTERNATIONAL HIGH SCHOOL AT UNION SQUARE",2014,"General Education","10","03","0","00","10","03",312
"310200011439","MANHATTAN VILLAGE ACADEMY",2014,"All Students","s","s","s","s","s","s",415
"310200011439","MANHATTAN VILLAGE ACADEMY",2014,"General Education","s","s","s","s","s","s",373
"310200011439","MANHATTAN VILLAGE ACADEMY",2014,"Students with Disabilities","s","s","s","s","s","s",42
"310200011449","VANGUARD HIGH SCHOOL",2014,"All Students","14","03","3","01","17","04",465
"310200011449","VANGUARD HIGH SCHOOL",2014,"General Education","6","02","2","01","8","02",357
"310200011449","VANGUARD HIGH SCHOOL",2014,"Students with Disabilities","8","07","1","01","9","08",108
"310200011459","MANHATTAN INTERNATIONAL HIGH SCHOOL",2014,"All Students","5","02","0","00","5","02",330
"310200011459","MANHATTAN INTERNATIONAL HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",321
"310200011459","MANHATTAN INTERNATIONAL HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",9
