"ENTITY_CD","ENTITY_NAME","YEAR","SUBGROUP_NAME","TOTAL_GRAD_PLAN","NUM_4YR_COLLEGE","PER_4YR_COLLEGE","NUM_2YR_COLLEGE","PER_2YR_COLLEGE","NUM_POST_SECONDARY","PER_POST_SECONDARY","NUM_MILITARY","PER_MILITARY","NUM_EMPLOYMENT","PER_EMPLOYMENT","NUM_ADULT_SERVICES","PER_ADULT_SERVICES","NUM_OTHER","PER_OTHER","NUM_UNKNOWN","PER_UNKNOWN"
"331600011669","RESEARCH AND SERVICE HIGH SCHOOL",2014,"All Students",10,"1","10","5","50","0","00","1","10","0","00","0","00","0","00","3","30"
"331600011669","RESEARCH AND SERVICE HIGH SCHOOL",2014,"General Education",8,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"331600011669","RESEARCH AND SERVICE HIGH SCHOOL",2014,"Students with Disabilities",2,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"331600011688","THE BROOKLYN ACADEMY OF GLOBAL FINANCE",2014,"All Students",23,"10","43","8","35","1","04","0","00","0","00","0","00","0","00","4","17"
"331600011688","THE BROOKLYN ACADEMY OF GLOBAL FINANCE",2014,"General Education",17,"9","53","5","29","0","00","0","00","0","00","0","00","0","00","3","18"
"331600011688","THE BROOKLYN ACADEMY OF GLOBAL FINANCE",2014,"Students with Disabilities",6,"1","17","3","50","1","17","0","00","0","00","0","00","0","00","1","17"
"331700010000","NEW YORK CITY GEOGRAPHIC DISTRICT #17",2014,"All Students",1738,"785","45","514","30","18","01","32","02","14","01","21","01","1","00","353","20"
"331700010000","NEW YORK CITY GEOGRAPHIC DISTRICT #17",2014,"General Education",1512,"752","50","456","30","11","01","28","02","7","00","0","00","1","00","257","17"
"331700010000","NEW YORK CITY GEOGRAPHIC DISTRICT #17",2014,"Students with Disabilities",226,"33","15","58","26","7","03","4","02","7","03","21","09","0","00","96","42"
"331700011382","ACAD FOR COLLEGE PREP & CAREER EXPLORATION: A COLLEGE BOARD SCH",2014,"All Students",70,"14","20","47","67","1","01","1","01","0","00","0","00","0","00","7","10"
"331700011382","ACAD FOR COLLEGE PREP & CAREER EXPLORATION: A COLLEGE BOARD SCH",2014,"General Education",59,"14","24","37","63","1","02","1","02","0","00","0","00","0","00","6","10"
"331700011382","ACAD FOR COLLEGE PREP & CAREER EXPLORATION: A COLLEGE BOARD SCH",2014,"Students with Disabilities",11,"0","00","10","91","0","00","0","00","0","00","0","00","0","00","1","09"
"331700011408","ACADEMY OF HOSPITALITY AND TOURISM",2014,"All Students",49,"20","41","14","29","0","00","8","16","0","00","0","00","0","00","7","14"
"331700011408","ACADEMY OF HOSPITALITY AND TOURISM",2014,"General Education",45,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"331700011408","ACADEMY OF HOSPITALITY AND TOURISM",2014,"Students with Disabilities",4,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"331700011489","W E B DUBOIS ACADEMIC HIGH SCHOOL",2014,"All Students",28,"0","00","8","29","0","00","0","00","0","00","0","00","0","00","20","71"
"331700011489","W E B DUBOIS ACADEMIC HIGH SCHOOL",2014,"General Education",24,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"331700011489","W E B DUBOIS ACADEMIC HIGH SCHOOL",2014,"Students with Disabilities",4,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"331700011524","INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS",2014,"All Students",51,"17","33","24","47","0","00","0","00","2","04","0","00","0","00","8","16"
"331700011524","INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS",2014,"General Education",46,"17","37","23","50","0","00","0","00","0","00","0","00","0","00","6","13"
"331700011524","INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS",2014,"Students with Disabilities",5,"0","00","1","20","0","00","0","00","2","40","0","00","0","00","2","40"
"331700011528","HIGH SCHOOL FOR GLOBAL CITIZENSHIP (THE)",2014,"All Students",62,"25","40","23","37","0","00","1","02","0","00","3","05","0","00","10","16"
"331700011528","HIGH SCHOOL FOR GLOBAL CITIZENSHIP (THE)",2014,"General Education",57,"24","42","22","39","0","00","1","02","0","00","0","00","0","00","10","18"
"331700011528","HIGH SCHOOL FOR GLOBAL CITIZENSHIP (THE)",2014,"Students with Disabilities",5,"1","20","1","20","0","00","0","00","0","00","3","60","0","00","0","00"
"331700011531","SCHOOL FOR HUMAN RIGHTS (THE)",2014,"All Students",51,"17","33","27","53","4","08","1","02","0","00","1","02","0","00","1","02"
"331700011531","SCHOOL FOR HUMAN RIGHTS (THE)",2014,"General Education",43,"16","37","22","51","3","07","1","02","0","00","0","00","0","00","1","02"
"331700011531","SCHOOL FOR HUMAN RIGHTS (THE)",2014,"Students with Disabilities",8,"1","13","5","63","1","13","0","00","0","00","1","13","0","00","0","00"
"331700011533","SCHOOL FOR DEMOCRACY AND LEADERSHIP",2014,"All Students",59,"14","24","12","20","1","02","0","00","0","00","0","00","0","00","32","54"
"331700011533","SCHOOL FOR DEMOCRACY AND LEADERSHIP",2014,"General Education",44,"14","32","9","20","0","00","0","00","0","00","0","00","0","00","21","48"
"331700011533","SCHOOL FOR DEMOCRACY AND LEADERSHIP",2014,"Students with Disabilities",15,"0","00","3","20","1","07","0","00","0","00","0","00","0","00","11","73"
"331700011537","HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT",2014,"All Students",75,"32","43","31","41","2","03","2","03","1","01","0","00","0","00","7","09"
"331700011537","HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT",2014,"General Education",60,"28","47","24","40","1","02","1","02","0","00","0","00","0","00","6","10"
"331700011537","HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT",2014,"Students with Disabilities",15,"4","27","7","47","1","07","1","07","1","07","0","00","0","00","1","07"
"331700011539","HIGH SCHOOL FOR SERVICE AND LEARNING AT ERASMUS",2014,"All Students",88,"44","50","25","28","0","00","2","02","0","00","0","00","0","00","17","19"
"331700011539","HIGH SCHOOL FOR SERVICE AND LEARNING AT ERASMUS",2014,"General Education",76,"42","55","20","26","0","00","2","03","0","00","0","00","0","00","12","16"
"331700011539","HIGH SCHOOL FOR SERVICE AND LEARNING AT ERASMUS",2014,"Students with Disabilities",12,"2","17","5","42","0","00","0","00","0","00","0","00","0","00","5","42"
"331700011543","SCIENCE, TECH & RESEARCH HIGH SCHOOL AT ERASMUS",2014,"All Students",84,"48","57","22","26","0","00","3","04","0","00","0","00","0","00","11","13"
"331700011543","SCIENCE, TECH & RESEARCH HIGH SCHOOL AT ERASMUS",2014,"General Education",81,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"331700011543","SCIENCE, TECH & RESEARCH HIGH SCHOOL AT ERASMUS",2014,"Students with Disabilities",3,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"331700011544","INTERNATIONAL ARTS BUSINESS SCHOOL",2014,"All Students",70,"19","27","30","43","5","07","6","09","6","09","0","00","0","00","4","06"
"331700011544","INTERNATIONAL ARTS BUSINESS SCHOOL",2014,"General Education",54,"19","35","22","41","2","04","5","09","4","07","0","00","0","00","2","04"
"331700011544","INTERNATIONAL ARTS BUSINESS SCHOOL",2014,"Students with Disabilities",16,"0","00","8","50","3","19","1","06","2","13","0","00","0","00","2","13"
"331700011546","HS FOR PUBLIC SERVICE-HEROES OF TOMORROW",2014,"All Students",99,"22","22","1","01","0","00","0","00","0","00","0","00","0","00","76","77"
"331700011546","HS FOR PUBLIC SERVICE-HEROES OF TOMORROW",2014,"General Education",91,"21","23","1","01","0","00","0","00","0","00","0","00","0","00","69","76"
"331700011546","HS FOR PUBLIC SERVICE-HEROES OF TOMORROW",2014,"Students with Disabilities",8,"1","13","0","00","0","00","0","00","0","00","0","00","0","00","7","88"
"331700011547","BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT",2014,"All Students",88,"53","60","17","19","2","02","2","02","2","02","0","00","0","00","12","14"
"331700011547","BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT",2014,"General Education",78,"49","63","15","19","1","01","1","01","1","01","0","00","0","00","11","14"
"331700011547","BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT",2014,"Students with Disabilities",10,"4","40","2","20","1","10","1","10","1","10","0","00","0","00","1","10"
"331700011548","BROOKLYN SCHOOL FOR MUSIC & THEATER",2014,"All Students",68,"46","68","16","24","2","03","2","03","0","00","0","00","1","01","1","01"
"331700011548","BROOKLYN SCHOOL FOR MUSIC & THEATER",2014,"General Education",62,"42","68","14","23","2","03","2","03","0","00","0","00","1","02","1","02"
"331700011548","BROOKLYN SCHOOL FOR MUSIC & THEATER",2014,"Students with Disabilities",6,"4","67","2","33","0","00","0","00","0","00","0","00","0","00","0","00"
"331700011568","BROWNSVILLE ACADEMY HIGH SCHOOL",2014,"All Students",50,"47","94","0","00","0","00","0","00","0","00","0","00","0","00","3","06"
"331700011568","BROWNSVILLE ACADEMY HIGH SCHOOL",2014,"General Education",41,"38","93","0","00","0","00","0","00","0","00","0","00","0","00","3","07"
"331700011568","BROWNSVILLE ACADEMY HIGH SCHOOL",2014,"Students with Disabilities",9,"9","100","0","00","0","00","0","00","0","00","0","00","0","00","0","00"
"331700011590","MEDGAR EVERS COLLEGE PREPARATORY SCHOOL",2014,"All Students",242,"220","91","2","01","0","00","4","02","0","00","0","00","0","00","16","07"
"331700011590","MEDGAR EVERS COLLEGE PREPARATORY SCHOOL",2014,"General Education",238,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"331700011590","MEDGAR EVERS COLLEGE PREPARATORY SCHOOL",2014,"Students with Disabilities",4,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"331700011600","CLARA BARTON HIGH SCHOOL",2014,"All Students",411,"144","35","196","48","0","00","0","00","0","00","16","04","0","00","55","13"
"331700011600","CLARA BARTON HIGH SCHOOL",2014,"General Education",376,"140","37","192","51","0","00","0","00","0","00","0","00","0","00","44","12"
"331700011600","CLARA BARTON HIGH SCHOOL",2014,"Students with Disabilities",35,"4","11","4","11","0","00","0","00","0","00","16","46","0","00","11","31"
"331700011625","PAUL ROBESON HIGH SCHOOL",2014,"All Students",36,"3","08","19","53","1","03","0","00","3","08","1","03","0","00","9","25"
"331700011625","PAUL ROBESON HIGH SCHOOL",2014,"General Education",25,"3","12","13","52","1","04","0","00","2","08","0","00","0","00","6","24"
"331700011625","PAUL ROBESON HIGH SCHOOL",2014,"Students with Disabilities",11,"0","00","6","55","0","00","0","00","1","09","1","09","0","00","3","27"
"331700011751","ACADEMY FOR HEALTH CAREERS",2014,"All Students",18,"0","00","0","00","0","00","0","00","0","00","0","00","0","00","18","100"
"331700011751","ACADEMY FOR HEALTH CAREERS",2014,"General Education",12,"0","00","0","00","0","00","0","00","0","00","0","00","0","00","12","100"
"331700011751","ACADEMY FOR HEALTH CAREERS",2014,"Students with Disabilities",6,"0","00","0","00","0","00","0","00","0","00","0","00","0","00","6","100"
"331700860882","KIPP AMP CHARTER SCHOOL",2014,"All Students",28,"0","00","3","11","0","00","0","00","0","00","0","00","0","00","25","89"
"331700860882","KIPP AMP CHARTER SCHOOL",2014,"General Education",24,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"331700860882","KIPP AMP CHARTER SCHOOL",2014,"Students with Disabilities",4,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"331800010000","NEW YORK CITY GEOGRAPHIC DISTRICT #18",2014,"All Students",878,"186","21","242","28","8","01","4","00","18","02","1","00","1","00","418","48"
"331800010000","NEW YORK CITY GEOGRAPHIC DISTRICT #18",2014,"General Education",708,"175","25","184","26","2","00","3","00","15","02","0","00","0","00","329","46"
"331800010000","NEW YORK CITY GEOGRAPHIC DISTRICT #18",2014,"Students with Disabilities",170,"11","06","58","34","6","04","1","01","3","02","1","01","1","01","89","52"
"331800011563","IT TAKES A VILLAGE ACADEMY",2014,"All Students",89,"0","00","1","01","0","00","0","00","0","00","0","00","0","00","88","99"
"331800011563","IT TAKES A VILLAGE ACADEMY",2014,"General Education",71,"0","00","1","01","0","00","0","00","0","00","0","00","0","00","70","99"
"331800011563","IT TAKES A VILLAGE ACADEMY",2014,"Students with Disabilities",18,"0","00","0","00","0","00","0","00","0","00","0","00","0","00","18","100"
"331800011566","BROOKLYN GENERATION SCHOOL",2014,"All Students",55,"18","33","19","35","0","00","1","02","0","00","0","00","0","00","17","31"
"331800011566","BROOKLYN GENERATION SCHOOL",2014,"General Education",44,"17","39","14","32","0","00","1","02","0","00","0","00","0","00","12","27"
"331800011566","BROOKLYN GENERATION SCHOOL",2014,"Students with Disabilities",11,"1","09","5","45","0","00","0","00","0","00","0","00","0","00","5","45"
"331800011567","BROOKLYN THEATRE ARTS HIGH SCHOOL",2014,"All Students",64,"41","64","10","16","0","00","1","02","6","09","1","02","0","00","5","08"
"331800011567","BROOKLYN THEATRE ARTS HIGH SCHOOL",2014,"General Education",52,"38","73","6","12","0","00","1","02","6","12","0","00","0","00","1","02"
"331800011567","BROOKLYN THEATRE ARTS HIGH SCHOOL",2014,"Students with Disabilities",12,"3","25","4","33","0","00","0","00","0","00","1","08","0","00","4","33"
"331800011569","KURT HAHN EXPEDITIONARY LEARNING SCHOOL",2014,"All Students",57,"20","35","24","42","4","07","1","02","0","00","0","00","1","02","7","12"
"331800011569","KURT HAHN EXPEDITIONARY LEARNING SCHOOL",2014,"General Education",42,"20","48","17","40","0","00","1","02","0","00","0","00","0","00","4","10"
"331800011569","KURT HAHN EXPEDITIONARY LEARNING SCHOOL",2014,"Students with Disabilities",15,"0","00","7","47","4","27","0","00","0","00","0","00","1","07","3","20"
"331800011576","VICTORY COLLEGIATE HIGH SCHOOL",2014,"All Students",51,"24","47","21","41","0","00","0","00","0","00","0","00","0","00","6","12"
"331800011576","VICTORY COLLEGIATE HIGH SCHOOL",2014,"General Education",40,"24","60","13","33","0","00","0","00","0","00","0","00","0","00","3","08"
"331800011576","VICTORY COLLEGIATE HIGH SCHOOL",2014,"Students with Disabilities",11,"0","00","8","73","0","00","0","00","0","00","0","00","0","00","3","27"
"331800011578","BROOKLYN BRIDGE ACADEMY",2014,"All Students",50,"1","02","12","24","0","00","0","00","0","00","0","00","0","00","37","74"
"331800011578","BROOKLYN BRIDGE ACADEMY",2014,"General Education",41,"1","02","10","24","0","00","0","00","0","00","0","00","0","00","30","73"
"331800011578","BROOKLYN BRIDGE ACADEMY",2014,"Students with Disabilities",9,"0","00","2","22","0","00","0","00","0","00","0","00","0","00","7","78"
"331800011589","ARTS AND MEDIA PREPARATORY ACADEMY",2014,"All Students",41,"11","27","15","37","0","00","0","00","6","15","0","00","0","00","9","22"
"331800011589","ARTS AND MEDIA PREPARATORY ACADEMY",2014,"General Education",33,"11","33","11","33","0","00","0","00","3","09","0","00","0","00","8","24"
"331800011589","ARTS AND MEDIA PREPARATORY ACADEMY",2014,"Students with Disabilities",8,"0","00","4","50","0","00","0","00","3","38","0","00","0","00","1","13"
"331800011617","HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA",2014,"All Students",75,"18","24","6","08","0","00","0","00","1","01","0","00","0","00","50","67"
"331800011617","HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA",2014,"General Education",61,"15","25","4","07","0","00","0","00","1","02","0","00","0","00","41","67"
"331800011617","HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA",2014,"Students with Disabilities",14,"3","21","2","14","0","00","0","00","0","00","0","00","0","00","9","64"
"331800011629","CULTURAL ACADEMY FOR THE ARTS AND SCIENCES",2014,"All Students",50,"23","46","22","44","2","04","0","00","0","00","0","00","0","00","3","06"
"331800011629","CULTURAL ACADEMY FOR THE ARTS AND SCIENCES",2014,"General Education",44,"22","50","17","39","2","05","0","00","0","00","0","00","0","00","3","07"
"331800011629","CULTURAL ACADEMY FOR THE ARTS AND SCIENCES",2014,"Students with Disabilities",6,"1","17","5","83","0","00","0","00","0","00","0","00","0","00","0","00"
"331800011633","HIGH SCHOOL FOR MEDICAL PROFESSIONS",2014,"All Students",106,"0","00","3","03","2","02","1","01","0","00","0","00","0","00","100","94"
"331800011633","HIGH SCHOOL FOR MEDICAL PROFESSIONS",2014,"General Education",98,"0","00","0","00","0","00","0","00","0","00","0","00","0","00","98","100"
"331800011633","HIGH SCHOOL FOR MEDICAL PROFESSIONS",2014,"Students with Disabilities",8,"0","00","3","38","2","25","1","13","0","00","0","00","0","00","2","25"
"331800011635","OLYMPUS ACADEMY",2014,"All Students",40,"1","03","29","73","0","00","0","00","4","10","0","00","0","00","6","15"
"331800011635","OLYMPUS ACADEMY",2014,"General Education",34,"0","00","24","71","0","00","0","00","4","12","0","00","0","00","6","18"
"331800011635","OLYMPUS ACADEMY",2014,"Students with Disabilities",6,"1","17","5","83","0","00","0","00","0","00","0","00","0","00","0","00"
"331800011637","ACADEMY FOR CONSERVATION AND THE ENVIRONMENT",2014,"All Students",51,"20","39","28","55","0","00","0","00","1","02","0","00","0","00","2","04"
"331800011637","ACADEMY FOR CONSERVATION AND THE ENVIRONMENT",2014,"General Education",43,"19","44","22","51","0","00","0","00","1","02","0","00","0","00","1","02"
"331800011637","ACADEMY FOR CONSERVATION AND THE ENVIRONMENT",2014,"Students with Disabilities",8,"1","13","6","75","0","00","0","00","0","00","0","00","0","00","1","13"
"331800011642","URBAN ACTION ACADEMY",2014,"All Students",61,"4","07","5","08","0","00","0","00","0","00","0","00","0","00","52","85"
"331800011642","URBAN ACTION ACADEMY",2014,"General Education",57,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"331800011642","URBAN ACTION ACADEMY",2014,"Students with Disabilities",4,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"331800011673","EAST BROOKLYN COMMUNITY HIGH SCHOOL",2014,"All Students",54,"5","09","47","87","0","00","0","00","0","00","0","00","0","00","2","04"
"331800011673","EAST BROOKLYN COMMUNITY HIGH SCHOOL",2014,"General Education",47,"4","09","41","87","0","00","0","00","0","00","0","00","0","00","2","04"
"331800011673","EAST BROOKLYN COMMUNITY HIGH SCHOOL",2014,"Students with Disabilities",7,"1","14","6","86","0","00","0","00","0","00","0","00","0","00","0","00"
"331900010000","NEW YORK CITY GEOGRAPHIC DISTRICT #19",2014,"All Students",1136,"304","27","385","34","36","03","26","02","56","05","3","00","1","00","325","29"
"331900010000","NEW YORK CITY GEOGRAPHIC DISTRICT #19",2014,"General Education",928,"287","31","321","35","25","03","20","02","41","04","0","00","1","00","233","25"
"331900010000","NEW YORK CITY GEOGRAPHIC DISTRICT #19",2014,"Students with Disabilities",208,"17","08","64","31","11","05","6","03","15","07","3","01","0","00","92","44"
"331900011404","ACADEMY FOR YOUNG WRITERS",2014,"All Students",61,"41","67","15","25","0","00","0","00","1","02","0","00","0","00","4","07"
"331900011404","ACADEMY FOR YOUNG WRITERS",2014,"General Education",54,"38","70","12","22","0","00","0","00","1","02","0","00","0","00","3","06"
"331900011404","ACADEMY FOR YOUNG WRITERS",2014,"Students with Disabilities",7,"3","43","3","43","0","00","0","00","0","00","0","00","0","00","1","14"
"331900011409","EAST NEW YORK FAMILY ACADEMY",2014,"All Students",55,"10","18","15","27","1","02","2","04","2","04","0","00","0","00","25","45"
"331900011409","EAST NEW YORK FAMILY ACADEMY",2014,"General Education",51,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"331900011409","EAST NEW YORK FAMILY ACADEMY",2014,"Students with Disabilities",4,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"331900011502","FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY",2014,"All Students",71,"10","14","47","66","6","08","5","07","2","03","0","00","0","00","1","01"
"331900011502","FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY",2014,"General Education",58,"10","17","36","62","6","10","4","07","1","02","0","00","0","00","1","02"
"331900011502","FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY",2014,"Students with Disabilities",13,"0","00","11","85","0","00","1","08","1","08","0","00","0","00","0","00"
"331900011504","HIGH SCHOOL FOR CIVIL RIGHTS",2014,"All Students",74,"14","19","34","46","2","03","1","01","2","03","1","01","0","00","20","27"
"331900011504","HIGH SCHOOL FOR CIVIL RIGHTS",2014,"General Education",52,"10","19","26","50","1","02","1","02","1","02","0","00","0","00","13","25"
"331900011504","HIGH SCHOOL FOR CIVIL RIGHTS",2014,"Students with Disabilities",22,"4","18","8","36","1","05","0","00","1","05","1","05","0","00","7","32"
"331900011507","PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL",2014,"All Students",77,"13","17","33","43","1","01","2","03","10","13","0","00","0","00","18","23"
"331900011507","PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL",2014,"General Education",65,"12","18","29","45","1","02","1","02","7","11","0","00","0","00","15","23"
"331900011507","PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL",2014,"Students with Disabilities",12,"1","08","4","33","0","00","1","08","3","25","0","00","0","00","3","25"
"331900011510","WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH",2014,"All Students",65,"1","02","1","02","0","00","0","00","0","00","0","00","0","00","63","97"
"331900011510","WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH",2014,"General Education",54,"0","00","1","02","0","00","0","00","0","00","0","00","0","00","53","98"
"331900011510","WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH",2014,"Students with Disabilities",11,"1","09","0","00","0","00","0","00","0","00","0","00","0","00","10","91"
"331900011583","MULTICULTURAL HIGH SCHOOL",2014,"All Students",66,"8","12","13","20","0","00","1","02","0","00","0","00","0","00","44","67"
"331900011583","MULTICULTURAL HIGH SCHOOL",2014,"General Education",65,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"331900011583","MULTICULTURAL HIGH SCHOOL",2014,"Students with Disabilities",1,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"331900011615","TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",2014,"All Students",238,"104","44","66","28","13","05","8","03","23","10","0","00","1","00","23","10"
"331900011615","TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",2014,"General Education",214,"101","47","57","27","11","05","7","03","20","09","0","00","1","00","17","08"
"331900011615","TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",2014,"Students with Disabilities",24,"3","13","9","38","2","08","1","04","3","13","0","00","0","00","6","25"
"331900011618","ACADEMY OF INNOVATIVE TECHNOLOGY",2014,"All Students",97,"31","32","43","44","0","00","0","00","6","06","0","00","0","00","17","18"
"331900011618","ACADEMY OF INNOVATIVE TECHNOLOGY",2014,"General Education",78,"27","35","37","47","0","00","0","00","3","04","0","00","0","00","11","14"
"331900011618","ACADEMY OF INNOVATIVE TECHNOLOGY",2014,"Students with Disabilities",19,"4","21","6","32","0","00","0","00","3","16","0","00","0","00","6","32"
"331900011639","BROOKLYN LAB SCHOOL",2014,"All Students",70,"18","26","27","39","2","03","3","04","0","00","0","00","0","00","20","29"
"331900011639","BROOKLYN LAB SCHOOL",2014,"General Education",54,"18","33","21","39","1","02","2","04","0","00","0","00","0","00","12","22"
"331900011639","BROOKLYN LAB SCHOOL",2014,"Students with Disabilities",16,"0","00","6","38","1","06","1","06","0","00","0","00","0","00","8","50"
"331900011659","CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL",2014,"All Students",75,"19","25","51","68","1","01","1","01","0","00","0","00","0","00","3","04"
"331900011659","CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL",2014,"General Education",67,"19","28","45","67","0","00","1","01","0","00","0","00","0","00","2","03"
"331900011659","CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL",2014,"Students with Disabilities",8,"0","00","6","75","1","13","0","00","0","00","0","00","0","00","1","13"
"331900011660","W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",2014,"All Students",73,"16","22","27","37","4","05","1","01","6","08","2","03","0","00","17","23"
"331900011660","W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",2014,"General Education",51,"16","31","20","39","1","02","0","00","5","10","0","00","0","00","9","18"
"331900011660","W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",2014,"Students with Disabilities",22,"0","00","7","32","3","14","1","05","1","05","2","09","0","00","8","36"
"331900011683","SCHOOL FOR CLASSICS:  AN ACADEMY OF THINKERS, WRITERS AND PERFORMERS (THE)",2014,"All Students",79,"19","24","13","16","6","08","2","03","4","05","0","00","0","00","35","44"
"331900011683","SCHOOL FOR CLASSICS:  AN ACADEMY OF THINKERS, WRITERS AND PERFORMERS (THE)",2014,"General Education",65,"18","28","10","15","3","05","1","02","3","05","0","00","0","00","30","46"
"331900011683","SCHOOL FOR CLASSICS:  AN ACADEMY OF THINKERS, WRITERS AND PERFORMERS (THE)",2014,"Students with Disabilities",14,"1","07","3","21","3","21","1","07","1","07","0","00","0","00","5","36"
"331900860891","UFT CHARTER SCHOOL",2014,"All Students",45,"16","36","22","49","6","13","0","00","1","02","0","00","0","00","0","00"
"331900860891","UFT CHARTER SCHOOL",2014,"General Education",43,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"331900860891","UFT CHARTER SCHOOL",2014,"Students with Disabilities",2,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"332000010000","NEW YORK CITY GEOGRAPHIC DISTRICT #20",2014,"All Students",2454,"1298","53","676","28","36","01","34","01","131","05","2","00","9","00","268","11"
"332000010000","NEW YORK CITY GEOGRAPHIC DISTRICT #20",2014,"General Education",2174,"1258","58","569","26","21","01","28","01","110","05","0","00","9","00","179","08"
"332000010000","NEW YORK CITY GEOGRAPHIC DISTRICT #20",2014,"Students with Disabilities",280,"40","14","107","38","15","05","6","02","21","08","2","01","0","00","89","32"
"332000011445","NEW UTRECHT HIGH SCHOOL",2014,"All Students",598,"312","52","143","24","19","03","10","02","49","08","0","00","3","01","62","10"
"332000011445","NEW UTRECHT HIGH SCHOOL",2014,"General Education",541,"308","57","122","23","11","02","9","02","43","08","0","00","3","01","45","08"
"332000011445","NEW UTRECHT HIGH SCHOOL",2014,"Students with Disabilities",57,"4","07","21","37","8","14","1","02","6","11","0","00","0","00","17","30"
"332000011485","HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOLOGY",2014,"All Students",276,"167","61","91","33","0","00","4","01","0","00","0","00","2","01","12","04"
"332000011485","HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOLOGY",2014,"General Education",225,"155","69","56","25","0","00","3","01","0","00","0","00","2","01","9","04"
"332000011485","HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOLOGY",2014,"Students with Disabilities",51,"12","24","35","69","0","00","1","02","0","00","0","00","0","00","3","06"
"332000011490","FORT HAMILTON HIGH SCHOOL",2014,"All Students",865,"496","57","250","29","15","02","11","01","47","05","0","00","0","00","46","05"
"332000011490","FORT HAMILTON HIGH SCHOOL",2014,"General Education",786,"480","61","219","28","9","01","8","01","40","05","0","00","0","00","30","04"
"332000011490","FORT HAMILTON HIGH SCHOOL",2014,"Students with Disabilities",79,"16","20","31","39","6","08","3","04","7","09","0","00","0","00","16","20"
"332000011505","FRANKLIN DELANO ROOSEVELT HIGH SCHOOL",2014,"All Students",624,"292","47","170","27","2","00","9","01","35","06","2","00","4","01","110","18"
"332000011505","FRANKLIN DELANO ROOSEVELT HIGH SCHOOL",2014,"General Education",570,"286","50","153","27","1","00","8","01","27","05","0","00","4","01","91","16"
